learning_rate,learner,model,weight_decay,train_batch_size,mae,rmse,auc_roc,epoch,embedding_size
0.0050383155074805,adam,NeuCMFi0,0.0013179623716616,700,0.4819,0.6351,0.5454,18,352
0.0047463522022251,adam,NeuCMFi0,0.0004904749771567,700,0.4683,0.6255,0.5454,17,350
0.0037272200924232,adam,NeuCMFi0,0.0008784884545193,750,0.4717,0.6264,0.5461,17,348
0.0030965170970011,adam,NeuCMFi0,0.0019875979078776,800,0.4812,0.6299,0.5475,17,347
0.0172579914271897,adam,NeuCMFi0,2.344097363761455e-05,800,0.4656,0.6347,0.5478,17,354
0.0173012032326245,adam,NeuCMFi0,0.0103778590359459,800,0.5756,0.7215,0.5442,16,387
0.0108993473286895,adam,NeuCMFi0,0.0005622031562898,850,0.4798,0.6367,0.5467,17,313
0.0191716187020227,adam,NeuCMFi0,0.0005070176050013,800,0.4929,0.6512,0.5464,13,309
0.0111305920166811,adam,NeuCMFi0,0.0001309836690825,850,0.4593,0.6195,0.5456,16,344
0.0097720089884604,adam,NeuCMFi0,0.0004827492955287,850,0.4736,0.6307,0.5462,17,343
0.0098763482464002,adam,NeuCMFi0,0.0090281750328288,850,0.5554,0.7019,0.5483,16,321
0.025687522713545,adam,NeuCMFi0,4.527565758614385e-05,850,0.478,0.648,0.5491,17,389
0.0164329850983241,adam,NeuCMFi0,0.000333156378465,850,0.4793,0.6369,0.5477,14,387
0.0191461034898543,adam,NeuCMFi0,0.0001453320210894,900,0.4731,0.6349,0.5471,13,402
0.0248988585213957,adam,NeuCMFi0,0.0086219304976137,900,0.576,0.7257,0.5455,15,482
0.018995566007599,RMSprop,NeuCMFi0,0.0101029301381317,900,0.5886,0.7399,0.5468,13,424
0.0249288374751133,adam,NeuCMFi0,0.0034295925029136,900,0.5462,0.7025,0.5444,15,404
0.0131107105963157,adam,NeuCMFi0,0.0110838887408802,850,0.573,0.7194,0.5451,18,402
0.0156031662804697,adam,NeuCMFi0,9.607437957756166e-05,850,0.4633,0.6247,0.5464,16,448
0.015635228838384,adam,NeuCMFi0,0.0080557093185183,850,0.5581,0.7057,0.5457,16,460
0.0282137925777408,adam,NeuCMFi0,0.0023641956903367,850,0.5415,0.7007,0.5463,17,379
0.0189494061526123,adam,NeuCMFi0,0.0002543773765591,900,0.479,0.6403,0.5479,14,444
0.0231738103657858,adam,NeuCMFi0,0.0032865820673017,800,0.5423,0.6983,0.5464,16,345
0.0126478698421774,adam,NeuCMFi0,0.0145017051518953,850,0.5923,0.7393,0.5431,17,435
0.0208634770406724,adam,NeuCMFi0,0.0077761875388452,800,0.5658,0.7165,0.5473,18,491
0.0089234101639494,adam,NeuCMFi0,0.0033057753991336,900,0.515,0.6638,0.5466,11,275
0.0147420059724006,adam,NeuCMFi0,0.0001357341942419,850,0.4643,0.6257,0.5465,15,408
0.0160851370555658,adam,NeuCMFi0,0.0081277835713653,850,0.5621,0.7112,0.5439,13,341
0.0151960020588569,RMSprop,NeuCMFi0,0.012610293821224,900,0.5956,0.7441,0.5427,15,417
0.0195822406767391,adam,NeuCMFi0,0.0004332775789037,800,0.4892,0.6493,0.5477,16,400
0.0084018838764181,adam,NeuCMFi0,0.003706487735902,850,0.5151,0.664,0.5477,19,413
0.0135420081907992,adam,NeuCMFi0,0.0031404652590765,900,0.5203,0.6735,0.5471,15,380
0.0119548076693378,adam,NeuCMFi0,0.0068078455373244,850,0.547,0.6958,0.5472,17,392
0.01716044090199,adam,NeuCMFi0,0.0001024746481649,750,0.4692,0.632,0.5491,18,467
0.0088534615194012,adam,NeuCMFw0,0.0052866291814967,750,0.6187,0.7826,0.5424,18,463
0.0174376282180402,adam,NeuCMFi0,0.009888505846282,750,0.5755,0.7219,0.5459,14,478
0.0039358218494618,adam,NeuCMFi0,0.0025332672504221,800,0.4905,0.6393,0.547,18,440
0.012492937490687,adam,NeuCMF0w,0.0067113025148299,950,0.609,0.7679,0.5474,16,501
0.0212382422933618,adam,NeuCMFww,0.0041851208476362,700,0.6013,0.7671,0.554,19,357
0.0230297372583993,adam,NeuCMFi0,0.0022724648765684,800,0.5328,0.6905,0.5465,17,373
0.0145719787342843,adam,NeuCMFi0,0.0003328731683173,750,0.4765,0.6332,0.5459,17,326
0.0078037793610222,adam,NeuCMFi0,0.0047085205676999,750,0.5218,0.6704,0.5463,16,334
0.0144546843142063,adam,NeuCMFi0,0.0021300260227698,750,0.5165,0.6721,0.5473,18,301
0.0103444567305993,adam,NeuCMFi0,0.0078050795567179,750,0.5527,0.6999,0.5448,12,322
0.0174311813060217,adam,NeuCMFi0,0.0001945903384011,700,0.4771,0.6374,0.5474,15,449
0.0036776284121996,adam,NeuCMFi0,0.0066507938308319,700,0.5262,0.6712,0.5468,20,363
0.0112345957349557,adam,NeuCMF0i,0.004547216657417,800,0.6756,0.8438,0.5283,14,327
0.0073174925359769,RMSprop,NeuCMFi0,0.0001084480211678,750,0.4536,0.6137,0.547,17,471
0.007177389521332,RMSprop,NeuCMFi0,0.0102717884045895,800,0.5638,0.7115,0.5472,19,469
0.0020126871469974,RMSprop,NeuCMFi0,0.0020611762852643,750,0.4779,0.6262,0.5474,17,342
0.0048143909997001,RMSprop,NeuCMFi0,0.0002344774934905,750,0.4566,0.6155,0.5459,16,476
0.0045986028252829,RMSprop,NeuCMFi0,0.0043600797914095,700,0.5135,0.6612,0.5474,16,425
0.0085538374454472,RMSprop,NeuCMFi0,0.0022884412524522,750,0.5078,0.6606,0.5467,16,486
