learning_rate,learner,embedding_size,weight_decay,train_batch_size,epoch,mae,rmse
1e-05,adam,32,0.001,1000,20,2.585588216781616,2.663271610402583
1e-05,adam,32,0.001,500,30,4.947010040283203,4.947191408777612
1e-05,adam,32,0.001,500,30,4.943331241607666,4.943506570988576
1e-05,adam,32,0.001,500,30,4.079099655151367,4.0919865894265675
1e-05,adam,32,0.001,500,30,3.9210503101348877,3.9245670395674326
1e-05,adam,32,0.001,500,30,2.5253865718841553,2.6051597125979264
1e-05,adam,32,0.001,1000,30,4.969189643859863,4.969309841261854
1e-05,adam,32,0.001,1000,30,4.97597599029541,4.976074003141554
1e-05,adam,32,0.001,1000,30,4.089051246643066,4.101746415147431
1e-05,adam,32,0.001,1000,30,3.953118085861206,3.9565134114443445
1e-05,adam,32,0.001,1000,30,2.5700485706329346,2.6482717636598396
1e-05,adam,32,0.1,500,10,4.959292888641357,4.959485515860617
1e-05,adam,32,0.1,500,10,4.984803676605225,4.984896737179887
1e-05,adam,32,0.1,500,10,4.101443767547607,4.114174944090377
1e-05,adam,32,0.1,500,10,3.953429937362671,3.956832293284639
1e-05,adam,32,0.1,500,10,2.594870090484619,2.672244843880469
1e-05,adam,32,0.1,1000,10,4.997492790222168,4.997589483943676
1e-05,adam,32,0.1,1000,10,4.985957145690918,4.986050793428446
1e-05,adam,32,0.1,1000,10,4.0896477699279785,4.1024522379454975
1e-05,adam,32,0.1,1000,10,3.944965362548828,3.9484920568889876
1e-05,adam,32,0.1,1000,10,2.594841957092285,2.672076836709015
1e-05,adam,32,0.1,500,20,4.955523490905762,4.955676651992295
1e-05,adam,32,0.1,500,20,4.97434139251709,4.9744427776260505
1e-05,adam,32,0.1,500,20,4.071094512939453,4.084021036794435
1e-05,adam,32,0.1,500,20,3.9502310752868652,3.9536276034170776
1e-05,adam,32,0.1,500,20,2.538536310195923,2.617998959587013
1e-05,adam,32,0.1,1000,20,4.973224639892578,4.973339911823848
1e-05,adam,32,0.1,1000,20,4.985414505004883,4.985498762059232
1e-05,adam,32,0.1,1000,20,4.094421863555908,4.107202456024114
1e-05,adam,32,0.1,1000,20,3.938187599182129,3.941673730974272
1e-05,adam,32,0.1,1000,20,2.5704705715179443,2.648487822018007
1e-05,adam,32,0.1,500,30,4.917658805847168,4.9180788932265
1e-05,adam,32,0.1,500,30,4.933822154998779,4.934037745077416
1e-05,adam,32,0.1,500,30,4.071046829223633,4.083951215641328
1e-05,adam,32,0.1,500,30,3.899883985519409,3.9035871050460917
1e-05,adam,32,0.1,500,30,2.5259058475494385,2.605935393814167
1e-05,adam,32,0.1,1000,30,4.963726997375488,4.96385498765838
1e-05,adam,32,0.1,1000,30,4.964987277984619,4.9651228423350755
1e-05,adam,32,0.1,1000,30,4.08906888961792,4.1017331623720645
1e-05,adam,32,0.1,1000,30,3.9506521224975586,3.954115189490905
1e-05,adam,32,0.1,1000,30,2.5750441551208496,2.6529914166325668
1e-05,adam,128,0.001,500,10,4.983511447906494,4.9836321908054595
1e-05,adam,128,0.001,500,10,4.940819263458252,4.941141451650099
1e-05,adam,128,0.001,500,10,4.0894598960876465,4.102232553155174
1e-05,adam,128,0.001,500,10,3.934645175933838,3.938130525029043
1e-05,adam,128,0.001,500,10,2.580287456512451,2.658016649554299
1e-05,adam,128,0.001,1000,10,4.974514961242676,4.974647141407977
1e-05,adam,128,0.001,1000,10,4.98647928237915,4.986583830167511
1e-05,adam,128,0.001,1000,10,4.086197853088379,4.099081280749554
1e-05,adam,128,0.001,1000,10,3.9637362957000732,3.967145580477437
1e-05,adam,128,0.001,1000,10,2.584728717803955,2.66238422052517
1e-05,adam,128,0.001,500,20,4.957772731781006,4.9578878806340985
1e-05,adam,128,0.001,500,20,4.93677282333374,4.936966879347423
1e-05,adam,128,0.001,500,20,4.0707478523254395,4.083658374123959
1e-05,adam,128,0.001,500,20,3.9354493618011475,3.938925712053438
1e-05,adam,128,0.001,500,20,2.537689685821533,2.6168150679506406
1e-05,adam,128,0.001,1000,20,4.97147798538208,4.971587516486261
1e-05,adam,128,0.001,1000,20,4.977100849151611,4.9772126687853495
1e-05,adam,128,0.001,1000,20,4.083497524261475,4.096268672580433
1e-05,adam,128,0.001,1000,20,3.9540677070617676,3.957470461843002
1e-05,adam,128,0.001,1000,20,2.538022756576538,2.617232866036386
1e-05,adam,128,0.001,500,30,4.93187952041626,4.932031427894322
1e-05,adam,128,0.001,500,30,4.935727119445801,4.9358834626276
1e-05,adam,128,0.001,500,30,4.045008182525635,4.0579705443688034
1e-05,adam,128,0.001,500,30,3.9138779640197754,3.9173812349644077
1e-05,adam,128,0.001,500,30,2.5083694458007812,2.588576338988007
1e-05,adam,128,0.001,1000,30,4.955647945404053,4.955761325215329
1e-05,adam,128,0.001,1000,30,4.950340747833252,4.950486692912537
1e-05,adam,128,0.001,1000,30,4.068525314331055,4.081342224668056
1e-05,adam,128,0.001,1000,30,3.9218859672546387,3.925412228069597
1e-05,adam,128,0.001,1000,30,2.558314800262451,2.636851125149308
1e-05,adam,128,0.1,500,10,4.972204208374023,4.9723186992659985
1e-05,adam,128,0.1,500,10,4.959932804107666,4.960109467375164
1e-05,adam,128,0.1,500,10,4.096520900726318,4.109274975389729
1e-05,adam,128,0.1,500,10,3.952470064163208,3.955913660779331
1e-05,adam,128,0.1,500,10,2.583878755569458,2.6616377997062166
1e-05,adam,128,0.1,1000,10,4.992061138153076,4.992160182155793
1e-05,adam,128,0.1,1000,10,4.985503673553467,4.985596892684242
1e-05,adam,128,0.1,1000,10,4.121249198913574,4.134005801554366
1e-05,adam,128,0.1,1000,10,3.967076301574707,3.970467984076089
1e-05,adam,128,0.1,1000,10,2.5999906063079834,2.6774157801328857
1e-05,adam,128,0.1,500,20,4.9478607177734375,4.948009075171892
1e-05,adam,128,0.1,500,20,4.939324378967285,4.9395457991009675
1e-05,adam,128,0.1,500,20,4.067197322845459,4.080217197471238
1e-05,adam,128,0.1,500,20,3.9151713848114014,3.9187343225971665
1e-05,adam,128,0.1,500,20,2.5536293983459473,2.6322757162424266
1e-05,adam,128,0.1,1000,20,4.975576400756836,4.975699117793944
1e-05,adam,128,0.1,1000,20,4.9619245529174805,4.962063494877636
1e-05,adam,128,0.1,1000,20,4.100108623504639,4.112954788801667
1e-05,adam,128,0.1,1000,20,3.933228015899658,3.9367203924618894
1e-05,adam,128,0.1,1000,20,2.5718483924865723,2.6498992396938013
1e-05,adam,128,0.1,500,30,4.910611152648926,4.910877353883692
1e-05,adam,128,0.1,500,30,4.9009552001953125,4.901314555187872
1e-05,adam,128,0.1,500,30,4.049347877502441,4.062362903335747
1e-05,adam,128,0.1,500,30,3.8779489994049072,3.8817295582908007
1e-05,adam,128,0.1,500,30,2.5156991481781006,2.5955497288783675
1e-05,adam,128,0.1,1000,30,4.944797992706299,4.944946082643764
1e-05,adam,128,0.1,1000,30,4.965399265289307,4.96552483833945
1e-05,adam,128,0.1,1000,30,4.0537919998168945,4.06691466862473
1e-05,adam,128,0.1,1000,30,3.929783344268799,3.933238796671342
1e-05,adam,128,0.1,1000,30,2.5638065338134766,2.6421521527922343
1e-05,adam,512,0.001,500,10,4.980793476104736,4.980930968134991
1e-05,adam,512,0.001,500,10,4.9599738121032715,4.960099469387265
1e-05,adam,512,0.001,500,10,4.08420991897583,4.097026416532321
1e-05,adam,512,0.001,500,10,3.955498695373535,3.958992203872686
1e-05,adam,512,0.001,500,10,2.5580973625183105,2.6364182590637726
1e-05,adam,512,0.001,1000,10,4.960997581481934,4.9611397288997985
1e-05,adam,512,0.001,1000,10,4.967159748077393,4.967302987387206
1e-05,adam,512,0.001,1000,10,4.087983131408691,4.100730012241818
1e-05,adam,512,0.001,1000,10,3.929304361343384,3.932861866146702
1e-05,adam,512,0.001,1000,10,2.568190813064575,2.6464201409121233
1e-05,adam,512,0.001,500,20,4.9252190589904785,4.925375429357359
1e-05,adam,512,0.001,500,20,4.913393020629883,4.913604084217159
1e-05,adam,512,0.001,500,20,4.0578389167785645,4.070766548121697
1e-05,adam,512,0.001,500,20,3.909003734588623,3.9125006142515244
1e-05,adam,512,0.001,500,20,2.514240026473999,2.5942299640047595
1e-05,adam,512,0.001,1000,20,4.950988292694092,4.951130462413101
1e-05,adam,512,0.001,1000,20,4.98001766204834,4.980164857456657
1e-05,adam,512,0.001,1000,20,4.07208776473999,4.084960587310229
1e-05,adam,512,0.001,1000,20,3.92457914352417,3.92805110160855
1e-05,adam,512,0.001,1000,20,2.5675833225250244,2.6458864782407625
1e-05,adam,512,0.001,500,30,4.865052700042725,4.865345320016639
1e-05,adam,512,0.001,500,30,4.858991622924805,4.8593143569743935
1e-05,adam,512,0.001,500,30,4.001323223114014,4.014543558401105
1e-05,adam,512,0.001,500,30,3.7960402965545654,3.8003842812029487
1e-05,adam,512,0.001,500,30,2.469928026199341,2.55151496838263
1e-05,adam,512,0.001,1000,30,4.9385175704956055,4.938663393891516
1e-05,adam,512,0.001,1000,30,4.938426971435547,4.938581710338747
1e-05,adam,512,0.001,1000,30,4.063857078552246,4.076827855098547
1e-05,adam,512,0.001,1000,30,3.89788556098938,3.9014348985050296
1e-05,adam,512,0.001,1000,30,2.5227105617523193,2.602509563915844
1e-05,adam,512,0.1,500,10,4.942271709442139,4.942445234150615
1e-05,adam,512,0.1,500,10,4.975082874298096,4.975195584693835
1e-05,adam,512,0.1,500,10,4.064762592315674,4.0777073204150875
1e-05,adam,512,0.1,500,10,3.9359774589538574,3.939443441671292
1e-05,adam,512,0.1,500,10,2.569312810897827,2.64727496623541
1e-05,adam,512,0.1,1000,10,4.984442710876465,4.984562502595906
1e-05,adam,512,0.1,1000,10,4.968639373779297,4.968766314401774
1e-05,adam,512,0.1,1000,10,4.094361782073975,4.107169251919869
1e-05,adam,512,0.1,1000,10,3.956784248352051,3.9602333059845845
1e-05,adam,512,0.1,1000,10,2.596571445465088,2.673921481746548
1e-05,adam,512,0.1,500,20,4.927001476287842,4.927158777198342
1e-05,adam,512,0.1,500,20,4.902457237243652,4.902771512400676
1e-05,adam,512,0.1,500,20,4.044534206390381,4.057504957646169
1e-05,adam,512,0.1,500,20,3.870826005935669,3.874596728598363
1e-05,adam,512,0.1,500,20,2.5204362869262695,2.599915587448779
1e-05,adam,512,0.1,1000,20,4.974195957183838,4.974350753669491
1e-05,adam,512,0.1,1000,20,4.950595855712891,4.95072614179523
1e-05,adam,512,0.1,1000,20,4.058840751647949,4.0718841154475145
1e-05,adam,512,0.1,1000,20,3.9241232872009277,3.927613091931861
1e-05,adam,512,0.1,1000,20,2.5519964694976807,2.6307304141149217
1e-05,adam,512,0.1,500,30,4.864293575286865,4.864613153773305
1e-05,adam,512,0.1,500,30,4.861250400543213,4.861615710030125
1e-05,adam,512,0.1,500,30,3.9637324810028076,3.9774296083101834
1e-05,adam,512,0.1,500,30,3.83725643157959,3.840992752731784
1e-05,adam,512,0.1,500,30,2.432812452316284,2.5157889555582145
1e-05,adam,512,0.1,1000,30,4.916296005249023,4.916499032648853
1e-05,adam,512,0.1,1000,30,4.932201862335205,4.932355687639987
1e-05,adam,512,0.1,1000,30,4.044516563415527,4.057558546319637
1e-05,adam,512,0.1,1000,30,3.879345178604126,3.883020161346744
1e-05,adam,512,0.1,1000,30,2.5133559703826904,2.5934351534659883
1e-05,RMSprop,32,0.001,500,10,4.979240894317627,4.979346917160477
1e-05,RMSprop,32,0.001,500,10,4.986900806427002,4.987005323004459
1e-05,RMSprop,32,0.001,500,10,4.114401817321777,4.127083454520416
1e-05,RMSprop,32,0.001,500,10,3.966277837753296,3.969636112322868
1e-05,RMSprop,32,0.001,500,10,2.5825912952423096,2.6602454261564805
1e-05,RMSprop,32,0.001,1000,10,4.99685525894165,4.996961242427761
1e-05,RMSprop,32,0.001,1000,10,4.98513126373291,4.985216793140432
1e-05,RMSprop,32,0.001,1000,10,4.09604024887085,4.108864175935264
1e-05,RMSprop,32,0.001,1000,10,3.959656000137329,3.963099625041047
1e-05,RMSprop,32,0.001,1000,10,2.580716371536255,2.658514247067631
1e-05,RMSprop,32,0.001,500,20,4.975471019744873,4.975576833130777
1e-05,RMSprop,32,0.001,500,20,4.957677364349365,4.957829212024701
1e-05,RMSprop,32,0.001,500,20,4.073528289794922,4.086452356872674
1e-05,RMSprop,32,0.001,500,20,3.938446283340454,3.941933814922938
1e-05,RMSprop,32,0.001,500,20,2.5541622638702393,2.633021496364468
1e-05,RMSprop,32,0.001,1000,20,4.976146221160889,4.976265843051661
1e-05,RMSprop,32,0.001,1000,20,4.964915752410889,4.965079433270582
1e-05,RMSprop,32,0.001,1000,20,4.092249393463135,4.10504595378844
1e-05,RMSprop,32,0.001,1000,20,3.96578311920166,3.969239933080678
1e-05,RMSprop,32,0.001,1000,20,2.573796272277832,2.6517383631762623
1e-05,RMSprop,32,0.001,500,30,4.962765693664551,4.962873714798031
1e-05,RMSprop,32,0.001,500,30,4.935115814208984,4.935348041787844
1e-05,RMSprop,32,0.001,500,30,4.054721832275391,4.067839883719623
1e-05,RMSprop,32,0.001,500,30,3.9239611625671387,3.9275021249630604
1e-05,RMSprop,32,0.001,500,30,2.5391316413879395,2.6182449254344005
1e-05,RMSprop,32,0.001,1000,30,4.955935001373291,4.95613560201805
1e-05,RMSprop,32,0.001,1000,30,4.96538782119751,4.965525414516767
1e-05,RMSprop,32,0.001,1000,30,4.0807881355285645,4.093674054788156
1e-05,RMSprop,32,0.001,1000,30,3.9439749717712402,3.94741179258378
1e-05,RMSprop,32,0.001,1000,30,2.5679502487182617,2.6462158066851873
1e-05,RMSprop,32,0.1,500,10,4.973049163818359,4.973190722393794
1e-05,RMSprop,32,0.1,500,10,4.97060489654541,4.970746101238578
1e-05,RMSprop,32,0.1,500,10,4.104074478149414,4.116765907316632
1e-05,RMSprop,32,0.1,500,10,3.9560694694519043,3.9594982775349514
1e-05,RMSprop,32,0.1,500,10,2.5669798851013184,2.6451207099873635
1e-05,RMSprop,32,0.1,1000,10,4.982163429260254,4.9822626211808645
1e-05,RMSprop,32,0.1,1000,10,4.9901018142700195,4.990222717390982
1e-05,RMSprop,32,0.1,1000,10,4.094259262084961,4.107057331213554
1e-05,RMSprop,32,0.1,1000,10,3.95070481300354,3.954198759301809
1e-05,RMSprop,32,0.1,1000,10,2.5858702659606934,2.6634093795665064
1e-05,RMSprop,32,0.1,500,20,4.968470096588135,4.968586277213691
1e-05,RMSprop,32,0.1,500,20,4.9652180671691895,4.965345067751657
1e-05,RMSprop,32,0.1,500,20,4.086478233337402,4.099243903805401
1e-05,RMSprop,32,0.1,500,20,3.9433090686798096,3.9467869788810543
1e-05,RMSprop,32,0.1,500,20,2.569526195526123,2.6476012403458453
1e-05,RMSprop,32,0.1,1000,20,4.9875712394714355,4.987692562965478
1e-05,RMSprop,32,0.1,1000,20,4.992102146148682,4.992199344053829
1e-05,RMSprop,32,0.1,1000,20,4.098483085632324,4.111154149377205
1e-05,RMSprop,32,0.1,1000,20,3.9607701301574707,3.964209294411058
1e-05,RMSprop,32,0.1,1000,20,2.577132225036621,2.6550560455728722
1e-05,RMSprop,32,0.1,500,30,4.9268107414245605,4.927149873678042
1e-05,RMSprop,32,0.1,500,30,4.946752548217773,4.9469303901545025
1e-05,RMSprop,32,0.1,500,30,4.066194534301758,4.079114304317842
1e-05,RMSprop,32,0.1,500,30,3.9445550441741943,3.94798022431249
1e-05,RMSprop,32,0.1,500,30,2.554333448410034,2.632847364064647
1e-05,RMSprop,32,0.1,1000,30,4.960241794586182,4.960381712530679
1e-05,RMSprop,32,0.1,1000,30,4.986608982086182,4.986702402534207
1e-05,RMSprop,32,0.1,1000,30,4.097002029418945,4.109811737872181
1e-05,RMSprop,32,0.1,1000,30,3.951127052307129,3.9545327797251106
1e-05,RMSprop,32,0.1,1000,30,2.5621185302734375,2.6403221543585143
1e-05,RMSprop,128,0.001,500,10,4.990492343902588,4.990598231597943
1e-05,RMSprop,128,0.001,500,10,4.973816871643066,4.973937008264441
1e-05,RMSprop,128,0.001,500,10,4.108761310577393,4.121491529602951
1e-05,RMSprop,128,0.001,500,10,3.9433467388153076,3.9468398961720785
1e-05,RMSprop,128,0.001,500,10,2.5725555419921875,2.6507401710248155
1e-05,RMSprop,128,0.001,1000,10,4.987814903259277,4.987916650793073
1e-05,RMSprop,128,0.001,1000,10,4.994622707366943,4.994723205839749
1e-05,RMSprop,128,0.001,1000,10,4.093594074249268,4.10643939041636
1e-05,RMSprop,128,0.001,1000,10,3.9546427726745605,3.958117562821155
1e-05,RMSprop,128,0.001,1000,10,2.5941877365112305,2.6714794914690705
1e-05,RMSprop,128,0.001,500,20,4.9306817054748535,4.9309989526856235
1e-05,RMSprop,128,0.001,500,20,4.9603681564331055,4.960501872482692
1e-05,RMSprop,128,0.001,500,20,4.058244228363037,4.071293864495549
1e-05,RMSprop,128,0.001,500,20,3.9076414108276367,3.9112925217079653
1e-05,RMSprop,128,0.001,500,20,2.5460572242736816,2.6249395091035215
1e-05,RMSprop,128,0.001,1000,20,4.990609169006348,4.990714224422055
1e-05,RMSprop,128,0.001,1000,20,4.961766719818115,4.961943180544607
1e-05,RMSprop,128,0.001,1000,20,4.071865558624268,4.084792492754351
1e-05,RMSprop,128,0.001,1000,20,3.9328393936157227,3.936345248967293
1e-05,RMSprop,128,0.001,1000,20,2.5723187923431396,2.650320728254595
1e-05,RMSprop,128,0.001,500,30,4.933876037597656,4.9340445100394845
1e-05,RMSprop,128,0.001,500,30,4.933793544769287,4.9339770532885465
1e-05,RMSprop,128,0.001,500,30,4.043275833129883,4.056405528515064
1e-05,RMSprop,128,0.001,500,30,3.8901853561401367,3.893882643888046
1e-05,RMSprop,128,0.001,500,30,2.4880988597869873,2.5692732080901903
1e-05,RMSprop,128,0.001,1000,30,4.963817119598389,4.963951624951968
1e-05,RMSprop,128,0.001,1000,30,4.9441046714782715,4.944328511530321
1e-05,RMSprop,128,0.001,1000,30,4.088854789733887,4.101661317634014
1e-05,RMSprop,128,0.001,1000,30,3.9260811805725098,3.929544920259148
1e-05,RMSprop,128,0.001,1000,30,2.5761020183563232,2.6539834618531057
1e-05,RMSprop,128,0.1,500,10,4.965726852416992,4.965878022495293
1e-05,RMSprop,128,0.1,500,10,4.9817023277282715,4.981803589503959
1e-05,RMSprop,128,0.1,500,10,4.083034515380859,4.095947141932126
1e-05,RMSprop,128,0.1,500,10,3.9470386505126953,3.9504929778144438
1e-05,RMSprop,128,0.1,500,10,2.57332444190979,2.6514036060171473
1e-05,RMSprop,128,0.1,1000,10,4.975346088409424,4.975491538757361
1e-05,RMSprop,128,0.1,1000,10,4.990659713745117,4.990762569893777
1e-05,RMSprop,128,0.1,1000,10,4.104305744171143,4.117097162345025
1e-05,RMSprop,128,0.1,1000,10,3.9639699459075928,3.9673640917628026
1e-05,RMSprop,128,0.1,1000,10,2.585873603820801,2.663487347131132
1e-05,RMSprop,128,0.1,500,20,4.963288307189941,4.963396751420515
1e-05,RMSprop,128,0.1,500,20,4.970348834991455,4.9704617604710215
1e-05,RMSprop,128,0.1,500,20,4.028548717498779,4.04207299670822
1e-05,RMSprop,128,0.1,500,20,3.939539670944214,3.9429458015851906
1e-05,RMSprop,128,0.1,500,20,2.549807548522949,2.628766763282689
1e-05,RMSprop,128,0.1,1000,20,4.956551551818848,4.956743813696562
1e-05,RMSprop,128,0.1,1000,20,4.973223686218262,4.973346048054196
1e-05,RMSprop,128,0.1,1000,20,4.086665153503418,4.099532607815074
1e-05,RMSprop,128,0.1,1000,20,3.94415020942688,3.9476193170954414
1e-05,RMSprop,128,0.1,1000,20,2.5475497245788574,2.6265239833025094
1e-05,RMSprop,128,0.1,500,30,4.948180198669434,4.948292393389222
1e-05,RMSprop,128,0.1,500,30,4.939512729644775,4.939671678636609
1e-05,RMSprop,128,0.1,500,30,4.028841018676758,4.042129149308862
1e-05,RMSprop,128,0.1,500,30,3.915611505508423,3.9190719739919424
1e-05,RMSprop,128,0.1,500,30,2.521951675415039,2.6017226894422834
1e-05,RMSprop,128,0.1,1000,30,4.940469741821289,4.940728399653296
1e-05,RMSprop,128,0.1,1000,30,4.9513750076293945,4.951565373601348
1e-05,RMSprop,128,0.1,1000,30,4.0704874992370605,4.083363643196393
1e-05,RMSprop,128,0.1,1000,30,3.905357599258423,3.9091282120955144
1e-05,RMSprop,128,0.1,1000,30,2.572232723236084,2.6504781507574857
1e-05,RMSprop,512,0.001,500,10,4.98199462890625,4.982110827646269
1e-05,RMSprop,512,0.001,500,10,4.964023590087891,4.964151425716324
1e-05,RMSprop,512,0.001,500,10,4.072986125946045,4.085867478188249
1e-05,RMSprop,512,0.001,500,10,3.961143732070923,3.964605856086606
1e-05,RMSprop,512,0.001,500,10,2.5766468048095703,2.6544293615470567
1e-05,RMSprop,512,0.001,1000,10,4.99005651473999,4.990154873388239
1e-05,RMSprop,512,0.001,1000,10,4.981941223144531,4.982047467312283
1e-05,RMSprop,512,0.001,1000,10,4.083014488220215,4.095819547105459
1e-05,RMSprop,512,0.001,1000,10,3.9366750717163086,3.94018898835018
1e-05,RMSprop,512,0.001,1000,10,2.5761890411376953,2.6540039439800887
1e-05,RMSprop,512,0.001,500,20,4.929275035858154,4.929505261711782
1e-05,RMSprop,512,0.001,500,20,4.939049243927002,4.939222204467766
1e-05,RMSprop,512,0.001,500,20,4.02712869644165,4.040548084586117
1e-05,RMSprop,512,0.001,500,20,3.9285755157470703,3.9320687270808614
1e-05,RMSprop,512,0.001,500,20,2.5344736576080322,2.613701437339821
1e-05,RMSprop,512,0.001,1000,20,4.969952583312988,4.970089138160378
1e-05,RMSprop,512,0.001,1000,20,4.966498374938965,4.966616958437687
1e-05,RMSprop,512,0.001,1000,20,4.074435710906982,4.08740091466235
1e-05,RMSprop,512,0.001,1000,20,3.94958758354187,3.95304647375224
1e-05,RMSprop,512,0.001,1000,20,2.5660696029663086,2.6442414749035494
1e-05,RMSprop,512,0.001,500,30,4.901033878326416,4.901294319324098
1e-05,RMSprop,512,0.001,500,30,4.911869049072266,4.912111898918337
1e-05,RMSprop,512,0.001,500,30,3.9935967922210693,4.0070607333587045
1e-05,RMSprop,512,0.001,500,30,3.870391368865967,3.8741780301427453
1e-05,RMSprop,512,0.001,500,30,2.4761452674865723,2.5575373907702676
1e-05,RMSprop,512,0.001,1000,30,4.951566696166992,4.951702888499236
1e-05,RMSprop,512,0.001,1000,30,4.957026481628418,4.957160148417695
1e-05,RMSprop,512,0.001,1000,30,4.066799163818359,4.079681684007009
1e-05,RMSprop,512,0.001,1000,30,3.927873134613037,3.9313674884942826
1e-05,RMSprop,512,0.001,1000,30,2.5376620292663574,2.616926037837563
1e-05,RMSprop,512,0.1,500,10,4.9803009033203125,4.98043275109539
1e-05,RMSprop,512,0.1,500,10,4.967304706573486,4.967424707787634
1e-05,RMSprop,512,0.1,500,10,4.078341960906982,4.091197142430017
1e-05,RMSprop,512,0.1,500,10,3.9269449710845947,3.9304910676216793
1e-05,RMSprop,512,0.1,500,10,2.5719733238220215,2.650293110885737
1e-05,RMSprop,512,0.1,1000,10,5.000805854797363,5.000930318113906
1e-05,RMSprop,512,0.1,1000,10,4.990649223327637,4.990772506454451
1e-05,RMSprop,512,0.1,1000,10,4.116441249847412,4.129191494330407
1e-05,RMSprop,512,0.1,1000,10,3.9598982334136963,3.9633495202360924
1e-05,RMSprop,512,0.1,1000,10,2.5520288944244385,2.63084759387442
1e-05,RMSprop,512,0.1,500,20,4.933567047119141,4.933787434959997
1e-05,RMSprop,512,0.1,500,20,4.938236713409424,4.938408490391287
1e-05,RMSprop,512,0.1,500,20,4.063675403594971,4.076666209318853
1e-05,RMSprop,512,0.1,500,20,3.922111749649048,3.9255997800874773
1e-05,RMSprop,512,0.1,500,20,2.5404059886932373,2.6193723753850224
1e-05,RMSprop,512,0.1,1000,20,4.9299187660217285,4.930280018063736
1e-05,RMSprop,512,0.1,1000,20,4.941311359405518,4.941572803208426
1e-05,RMSprop,512,0.1,1000,20,4.096279621124268,4.109109964272839
1e-05,RMSprop,512,0.1,1000,20,3.956331253051758,3.9597522534794454
1e-05,RMSprop,512,0.1,1000,20,2.5636138916015625,2.641983585621439
1e-05,RMSprop,512,0.1,500,30,4.882100582122803,4.88256718133744
1e-05,RMSprop,512,0.1,500,30,4.862460613250732,4.863285564129613
1e-05,RMSprop,512,0.1,500,30,4.00393533706665,4.01741148399542
1e-05,RMSprop,512,0.1,500,30,3.8927173614501953,3.8962713121180714
1e-05,RMSprop,512,0.1,500,30,2.522678852081299,2.6022856569290753
1e-05,RMSprop,512,0.1,1000,30,4.934311866760254,4.9345186141352295
1e-05,RMSprop,512,0.1,1000,30,4.943228721618652,4.9433985376634215
1e-05,RMSprop,512,0.1,1000,30,4.061906337738037,4.074896809962286
1e-05,RMSprop,512,0.1,1000,30,3.9064903259277344,3.9100751534968805
1e-05,RMSprop,512,0.1,1000,30,2.5715694427490234,2.64962246922673
0.001,adam,32,0.001,500,10,2.2618496417999268,2.4460015346868507
0.001,adam,32,0.001,500,10,2.325840950012207,2.4996181196371885
0.001,adam,32,0.001,500,10,1.2748372554779053,1.5386764894306362
0.001,adam,32,0.001,500,10,1.1726247072219849,1.4142541070601662
0.001,adam,32,0.001,500,10,1.220652461051941,1.493714993756996
0.001,adam,32,0.001,1000,10,2.7546753883361816,3.0602604988266457
0.001,adam,32,0.001,1000,10,2.79266095161438,3.0839486582102906
0.001,adam,32,0.001,1000,10,1.8698666095733643,2.2920550161818958
0.001,adam,32,0.001,1000,10,1.7413564920425415,2.1490443257002547
0.001,adam,32,0.001,1000,10,1.617061734199524,1.7739290068870344
0.001,adam,32,0.001,500,20,1.6448395252227783,1.7856928646982666
0.001,adam,32,0.001,500,20,1.6813640594482422,1.8356130110310505
0.001,adam,32,0.001,500,20,0.794082522392273,1.0412342636366396
0.001,adam,32,0.001,500,20,0.6637324690818787,0.8622460005112486
0.001,adam,32,0.001,500,20,1.7590594291687012,1.9218681149243098
0.001,adam,32,0.001,1000,20,2.066288471221924,2.2022751054895
0.001,adam,32,0.001,1000,20,2.0596654415130615,2.198578817655589
0.001,adam,32,0.001,1000,20,1.0764493942260742,1.3193756029786323
0.001,adam,32,0.001,1000,20,0.9011729955673218,1.094047832810195
0.001,adam,32,0.001,1000,20,1.2166101932525635,1.5079389924273503
0.001,adam,32,0.001,500,30,1.618072271347046,1.777566883207699
0.001,adam,32,0.001,500,30,1.6487418413162231,1.8193154285235271
0.001,adam,32,0.001,500,30,0.8356496095657349,1.0790109173431883
0.001,adam,32,0.001,500,30,0.7052409052848816,0.9038575260676869
0.001,adam,32,0.001,500,30,1.8180131912231445,1.9750351866472842
0.001,adam,32,0.001,1000,30,1.6521698236465454,1.7913301580666179
0.001,adam,32,0.001,1000,30,1.7212350368499756,1.8700939844350384
0.001,adam,32,0.001,1000,30,0.7655444145202637,1.0258842515329567
0.001,adam,32,0.001,1000,30,0.6462728381156921,0.8526759436487694
0.001,adam,32,0.001,1000,30,1.6912199258804321,1.8620314014995258
0.001,adam,32,0.1,500,10,2.247727632522583,2.4102630838862638
0.001,adam,32,0.1,500,10,2.311490535736084,2.4836484218458543
0.001,adam,32,0.1,500,10,1.360581636428833,1.6384353557938611
0.001,adam,32,0.1,500,10,1.1889498233795166,1.4241593005840116
0.001,adam,32,0.1,500,10,1.2366622686386108,1.503985593610106
0.001,adam,32,0.1,1000,10,2.7648227214813232,3.0625998033103863
0.001,adam,32,0.1,1000,10,2.6908047199249268,2.9817115922176374
0.001,adam,32,0.1,1000,10,1.887108325958252,2.3198308476903553
0.001,adam,32,0.1,1000,10,1.6848440170288086,2.0890745654788425
0.001,adam,32,0.1,1000,10,1.6189055442810059,1.7778504037261331
0.001,adam,32,0.1,500,20,1.6285344362258911,1.7712115463573126
