learning_rate,learner,model,weight_decay,train_batch_size,mae,rmse,auc_roc,epoch,embedding_size
0.1,adam,NeuCMFii,0.1,1000,0.7576,0.9701,0.5349,10,32
0.1,adam,NeuCMFii,0.001,500,0.6549,0.8851,0.5271,10,128
0.1,adam,NeuCMFii,0.001,1000,0.949,1.3285,0.5143,10,128
0.1,adam,NeuCMFii,0.1,500,0.7556,0.9726,0.5307,10,128
0.1,adam,NeuCMFii,0.1,1000,0.7016,0.8732,0.5442,10,128
0.1,adam,NeuCMFii,0.001,500,0.5815,0.7794,0.5349,10,512
0.1,adam,NeuCMFii,0.001,1000,0.9201,1.2581,0.5219,10,512
0.1,adam,NeuCMFii,0.1,500,0.7037,0.8854,0.5395,10,512
0.1,adam,NeuCMFii,0.1,1000,0.7003,0.88,0.5478,10,512
0.1,adam,NeuCMFww,0.001,500,0.6494,0.828,0.5338,10,32
0.1,adam,NeuCMFww,0.001,1000,0.641,0.8101,0.5395,10,32
0.1,adam,NeuCMFww,0.1,500,0.701,0.8945,0.5,10,32
0.1,adam,NeuCMFww,0.1,1000,0.7029,0.8944,0.5,10,32
0.1,adam,NeuCMFww,0.001,500,0.6382,0.809,0.5404,10,128
0.1,adam,NeuCMFww,0.001,1000,0.6208,0.789,0.5455,10,128
0.1,adam,NeuCMFww,0.1,500,0.7027,0.8942,0.4999,10,128
0.1,adam,NeuCMFww,0.1,1000,0.7024,0.8943,0.5,10,128
0.1,adam,NeuCMFww,0.001,500,0.6462,0.8141,0.5428,10,512
0.1,adam,NeuCMFww,0.001,1000,0.6336,0.7943,0.5455,10,512
0.1,adam,NeuCMFww,0.1,500,0.6942,0.8946,0.5,10,512
0.1,adam,NeuCMFww,0.1,1000,0.7053,0.8944,0.5,10,512
0.1,adam,NeuCMFi0,0.001,500,0.8289,1.1155,0.5216,10,32
0.1,adam,NeuCMFi0,0.001,1000,0.5774,0.7557,0.5443,10,32
0.1,adam,NeuCMFi0,0.1,500,0.7012,0.8831,0.5368,10,32
0.1,adam,NeuCMFi0,0.1,1000,0.7001,0.8813,0.5488,10,32
0.1,adam,NeuCMFi0,0.001,500,0.8318,1.1192,0.5209,10,128
0.1,adam,NeuCMFi0,0.001,1000,0.5928,0.7735,0.5357,10,128
0.1,adam,NeuCMFi0,0.1,500,0.6992,0.8826,0.5383,10,128
0.1,adam,NeuCMFi0,0.1,1000,0.7035,0.8843,0.5484,10,128
0.1,adam,NeuCMFi0,0.001,500,0.7545,1.0098,0.5246,10,512
0.1,adam,NeuCMFi0,0.001,1000,0.5818,0.7576,0.5456,10,512
0.1,adam,NeuCMFi0,0.1,500,0.7002,0.8839,0.5427,10,512
0.1,adam,NeuCMFi0,0.1,1000,0.7019,0.8813,0.5419,10,512
