learning_rate,learner,model,weight_decay,train_batch_size,mae,rmse,auc_roc,epoch,embedding_size
0.0980583807920644,RMSprop,DeepFM,0.0612106956698907,600,4.759,5.4746,0.496,27,424
0.0788539436223132,RMSprop,DeepFM,0.0063945218879837,800,9.5753,23.8075,0.5136,24,470
0.0614591123472946,adam,FM,0.0883643334681181,550,0.6787,0.842,0.5378,21,147
0.08054932428349,adam,FM,0.0090367203500581,1000,0.998,1.3704,0.5206,16,237
0.094300952476737,RMSprop,FM,0.0862959892098814,1000,1.159,1.4747,0.5071,22,197
0.0810573782918874,RMSprop,FM,0.0468080482207219,800,1.265,1.6122,0.5046,20,376
0.0070466688667618,adam,FM,0.0675213225922918,750,0.6571,0.814,0.55,21,103
0.0461829872966287,adam,DeepFM,0.0761330637357739,700,0.674,0.8328,0.5403,12,202
0.0659216301400714,adam,DeepFM,0.0531743465272184,1000,0.7124,0.9198,0.5433,23,261
0.0812466914936885,RMSprop,FM,0.0905912022282811,800,1.4036,1.7449,0.5115,23,502
0.0058228930743568,adam,FM,0.0386710636733881,650,0.6279,0.783,0.5538,30,32
0.004357745804064,adam,FM,0.0373752398363349,650,0.6252,0.7795,0.5572,29,39
0.0003276597006082,adam,FM,0.0353802058540727,650,0.6259,0.7754,0.5555,30,34
0.0014946003863042,adam,FM,0.0323414462261957,500,0.6178,0.771,0.5557,30,39
0.0242041487109636,adam,FM,0.0249712190036578,500,0.625,0.7845,0.5521,27,108
0.0241146255815908,adam,FM,0.0201521726094792,500,0.6175,0.7792,0.5546,26,114
0.0232098657847496,adam,FM,0.0199702047809961,500,0.6139,0.7728,0.5548,26,337
0.0302102847898491,adam,FM,0.0177203288156735,550,0.6134,0.7735,0.5521,26,320
0.0360180502551374,adam,DeepFM,0.0029209120600587,900,0.8942,1.2406,0.5239,17,329
0.0195114417384207,adam,FM,0.0150938893600486,550,0.5987,0.7563,0.5568,18,334
0.0387499344065238,adam,FM,0.0158102065603502,600,0.6136,0.7732,0.5541,17,314
0.0365904519003009,adam,FM,0.0125120527440356,600,0.6043,0.7665,0.5531,16,307
0.0181081418181619,adam,FM,0.0018412181681015,600,0.5577,0.7357,0.5557,14,386
0.012962279709554,adam,FM,0.0047553469167977,600,0.5511,0.7202,0.5551,14,387
0.0162055053398716,adam,FM,0.0015075639517788,700,0.5474,0.7187,0.5541,12,400
0.0132022549053295,adam,FM,0.0008905185055901,700,0.5871,0.7873,0.551,10,419
0.0140295880546294,RMSprop,DeepFM,0.0004371513934947,700,1.059,1.4243,0.5224,13,391
0.0136088278614659,adam,FM,0.0089891616113189,750,0.565,0.7258,0.5546,14,443
0.0091311104791121,adam,FM,0.078732906555637,600,0.6637,0.8233,0.5503,22,349
0.0126024558057128,adam,DeepFM,0.0107062940053856,600,0.5669,0.7302,0.5567,21,262
0.0860226361834527,adam,FM,0.0136805051368224,850,0.6197,0.7821,0.5526,18,62
0.0075827137231357,RMSprop,DeepFM,0.0423458343968811,600,0.6486,0.8027,0.5523,14,365
0.0486050063103042,adam,FM,0.0135881384448909,500,0.6636,1.0533,0.5497,23,256
0.0246061351401077,adam,DeepFM,0.0632313000914807,750,0.6647,0.825,0.5463,11,292
0.0206726734058253,RMSprop,DeepFM,0.086609912050424,650,0.688,0.8513,0.531,30,143
0.0064378211527457,adam,FM,0.0416374238915519,800,0.6334,0.7874,0.5528,21,342
0.0862473897392543,adam,DeepFM,0.0029323991231795,700,1.445,1.7151,0.494,27,116
0.0284657753880876,RMSprop,FM,0.0690896055906271,750,0.7645,0.9419,0.5206,10,326
0.0451780879830698,adam,DeepFM,0.0997488437163939,1000,0.6609,0.8261,0.5458,16,451
0.0826033941625377,adam,FM,0.0134089308756416,950,0.6348,0.8062,0.5483,18,32
0.0691307631658065,adam,FM,0.0273659799293352,850,0.6379,0.8026,0.5492,25,180
0.0669117101446557,adam,DeepFM,0.0021433077645439,850,0.8482,1.1525,0.5282,19,32
0.0903407717376074,adam,DeepFM,0.0260737707992439,500,1.0224,1.3916,0.5115,15,485
0.0979822594106362,RMSprop,FM,0.0269962224506379,900,1.3339,1.7775,0.5177,17,232
0.0358950048744668,adam,DeepFM,0.055879363359511,600,0.6685,0.8274,0.5404,13,109
0.0602548751158651,adam,FM,0.014197703500493,700,0.9189,1.2339,0.5325,24,410
0.0408288341760428,RMSprop,FM,0.03801856623188,850,0.9913,1.3718,0.5289,20,195
0.056171279966146,adam,DeepFM,0.0504260592761319,550,0.6644,0.83,0.544,26,90
0.0738141086514588,adam,DeepFM,0.0047974413021199,1000,1.1277,1.4459,0.5163,28,198
0.0013742822845767,adam,FM,0.0358530488779943,800,0.6266,0.7777,0.5557,21,406
0.0158109270771347,adam,FM,0.0205060037470389,800,0.6004,0.7585,0.5575,20,412
0.0168800739468692,adam,FM,0.0190928884153012,800,0.5993,0.7591,0.5544,19,507
0.0179757537831037,adam,FM,0.0214328865054982,700,0.6052,0.7644,0.5562,20,503
0.0129269673908185,adam,FM,0.0008564460901732,800,0.5685,0.7608,0.5517,23,442
0.0319778898108966,RMSprop,FM,0.0047719392721765,650,1.1296,1.5372,0.5176,23,469
0.0126687034580552,adam,FM,0.0020217208429795,900,0.5326,0.7022,0.5533,24,445
0.0253252814323706,adam,DeepFM,0.0095997076898977,750,0.5813,0.7477,0.5577,25,302
0.0118172091636066,adam,FM,0.001037213011302,900,0.5292,0.7035,0.5531,22,369
0.0007922864825086,adam,FM,0.0076332239426568,950,0.5385,0.6842,0.555,22,374
0.0006926553872548,adam,FM,0.0085608521173793,950,0.5443,0.693,0.553,22,361
0.0929586678153819,RMSprop,DeepFM,0.0028005852504557,800,8.2276,14.8561,0.5285,20,236
0.0584205633685116,RMSprop,FM,0.0248075911239393,1000,1.0333,1.381,0.5162,12,109
0.0608777629638049,adam,FM,0.0509810937957302,700,0.6571,0.8222,0.549,28,214
0.0225948762292551,adam,FM,0.0633357850393869,900,0.6606,0.8185,0.548,13,212
0.0766614507405924,RMSprop,FM,0.0421775183873698,700,1.3781,2.0837,0.5124,15,493
0.0090095256160862,RMSprop,DeepFM,0.0173740709856027,850,0.5965,0.7548,0.5564,23,266
0.0754952300614692,RMSprop,FM,0.0689089353033481,500,1.1982,1.5177,0.5157,20,355
0.0560219349214325,RMSprop,DeepFM,0.004436289546583,800,4.9679,9.5736,0.522,17,421
0.0876136236414497,RMSprop,FM,0.0259863729243007,550,1.0251,1.4237,0.5149,11,53
0.0917236780141342,RMSprop,FM,0.0624785166795463,500,1.0531,1.3976,0.5127,30,124
0.0035104189324358,adam,DeepFM,0.0946955000714418,1000,0.6698,0.8318,0.543,25,323
0.0368768796721204,adam,DeepFM,0.0433857713786788,650,0.6539,0.8124,0.554,26,196
0.031921381654241,adam,DeepFM,0.0257326160430266,650,0.6285,0.7904,0.5556,25,279
0.016520684173655,adam,DeepFM,0.0192279893766339,900,0.5957,0.7537,0.5578,23,308
0.0006934849164095,adam,DeepFM,0.0140365063418246,900,0.5587,0.7064,0.5574,22,391
0.0002742028748056,adam,DeepFM,0.0110156113564299,900,0.4911,0.6519,0.5605,22,392
0.0007062237620607,adam,DeepFM,0.0039597673482449,950,0.4993,0.6569,0.5612,18,394
0.0142365404184447,adam,DeepFM,0.0001695956471002,950,0.8102,1.1585,0.5477,17,476
0.0030033569201734,adam,DeepFM,0.0107072101508108,950,0.5579,0.7064,0.5565,18,431
0.0248192087618819,adam,DeepFM,0.0338141399801907,800,0.6357,0.7964,0.5532,14,376
