learning_rate,learner,model,embedding_size,weight_decay,train_batch_size,mae
0.01,RMSprop,NeuCMFii,32,0.1,500,0.8258
0.01,RMSprop,NeuCMFii,32,0.1,1000,0.8272
0.01,RMSprop,NeuCMFii,64,0.0,500,0.8089
0.01,RMSprop,NeuCMFii,64,0.0,1000,0.8281
0.01,RMSprop,NeuCMFii,64,0.01,500,0.8553
0.01,RMSprop,NeuCMFii,64,0.01,1000,0.8308
0.01,RMSprop,NeuCMFii,64,0.1,500,0.8288
0.01,RMSprop,NeuCMFii,64,0.1,1000,0.8137
0.01,RMSprop,NeuCMFww,32,0.0,500,0.8279
0.01,RMSprop,NeuCMFww,32,0.0,1000,0.8309
0.01,RMSprop,NeuCMFww,32,0.01,500,0.8125
0.01,RMSprop,NeuCMFww,32,0.01,1000,0.8394
0.01,RMSprop,NeuCMFww,32,0.1,500,0.8351
0.01,RMSprop,NeuCMFww,32,0.1,1000,0.8288
0.01,RMSprop,NeuCMFww,64,0.0,500,0.8253
0.01,RMSprop,NeuCMFww,64,0.0,1000,0.8126
0.01,RMSprop,NeuCMFww,64,0.01,500,0.8275
0.01,RMSprop,NeuCMFww,64,0.01,1000,0.8101
0.01,RMSprop,NeuCMFww,64,0.1,500,0.8193
0.01,RMSprop,NeuCMFww,64,0.1,1000,0.8102
0.01,RMSprop,NeuCMF0i,32,0.0,500,0.8211
0.01,RMSprop,NeuCMF0i,32,0.0,1000,0.822
0.01,RMSprop,NeuCMF0i,32,0.01,500,0.8123
0.01,RMSprop,NeuCMF0i,32,0.01,1000,0.846
0.01,RMSprop,NeuCMF0i,32,0.1,500,0.8337
0.01,RMSprop,NeuCMF0i,32,0.1,1000,0.8174
0.01,RMSprop,NeuCMF0i,64,0.0,500,0.8311
0.01,RMSprop,NeuCMF0i,64,0.0,1000,0.8297
0.01,RMSprop,NeuCMF0i,64,0.01,500,0.8125
0.01,RMSprop,NeuCMF0i,64,0.01,1000,0.8173
0.01,RMSprop,NeuCMF0i,64,0.1,500,0.8134
0.01,RMSprop,NeuCMF0i,64,0.1,1000,0.8195
0.01,RMSprop,NeuCMFi0,32,0.0,500,0.8424
0.01,RMSprop,NeuCMFi0,32,0.0,1000,0.8314
0.01,RMSprop,NeuCMFi0,32,0.01,500,0.8333
0.01,RMSprop,NeuCMFi0,32,0.01,1000,0.82
0.01,RMSprop,NeuCMFi0,32,0.1,500,0.8267
0.01,RMSprop,NeuCMFi0,32,0.1,1000,0.7986
0.01,RMSprop,NeuCMFi0,64,0.0,500,0.8172
0.01,RMSprop,NeuCMFi0,64,0.0,1000,0.8246
0.01,RMSprop,NeuCMFi0,64,0.01,500,0.8257
0.01,RMSprop,NeuCMFi0,64,0.01,1000,0.8289
