kernel_n_factor,kernel_n_epoch,kernel_lr,kernel_reg,update_epoch,update_lr,mae
50,100,0.001,0.001,200,0.1,0.886357394042889
50,100,0.001,0.01,10,0.0001,0.7459709660257177
50,100,0.001,0.01,10,0.001,0.7507030566582633
50,100,0.001,0.01,10,0.01,0.766972688210253
50,100,0.001,0.01,10,0.1,0.859853234002974
50,100,0.001,0.01,50,0.0001,0.7532784161479213
50,100,0.001,0.01,50,0.001,0.7550011923899224
50,100,0.001,0.01,50,0.01,0.8290676721368626
50,100,0.001,0.01,50,0.1,0.8740596894739537
50,100,0.001,0.01,100,0.0001,0.753193715619851
50,100,0.001,0.01,100,0.001,0.765909006491989
50,100,0.001,0.01,100,0.01,0.8566665540978341
50,100,0.001,0.01,100,0.1,0.8720741087904912
50,100,0.001,0.01,200,0.0001,0.7523298182756888
50,100,0.001,0.01,200,0.001,0.7894691846105898
50,100,0.001,0.01,200,0.01,0.8714429404595427
50,100,0.001,0.01,200,0.1,0.8736370283348357
50,100,0.001,0.1,10,0.0001,0.7499253170450529
50,100,0.001,0.1,10,0.001,0.7520984169473348
50,100,0.001,0.1,10,0.01,0.7631443206034062
50,100,0.001,0.1,10,0.1,0.850035771507185
50,100,0.001,0.1,50,0.0001,0.7498818162621146
50,100,0.001,0.1,50,0.001,0.754623136766104
50,100,0.001,0.1,50,0.01,0.8273043217768492
50,100,0.001,0.1,50,0.1,0.8659285304560146
50,100,0.001,0.1,100,0.0001,0.7516216332791064
50,100,0.001,0.1,100,0.001,0.7652852056510536
50,100,0.001,0.1,100,0.01,0.84972859317418
50,100,0.001,0.1,100,0.1,0.8615718912090674
50,100,0.001,0.1,200,0.0001,0.7508333966166967
50,100,0.001,0.1,200,0.001,0.7828924992718538
50,100,0.001,0.1,200,0.01,0.861259544709641
50,100,0.001,0.1,200,0.1,0.8643810676124629
50,100,0.01,0.0001,10,0.0001,0.7738715778607325
50,100,0.01,0.0001,10,0.001,0.7776644651423885
50,100,0.01,0.0001,10,0.01,0.7960406993328633
50,100,0.01,0.0001,10,0.1,0.8564253647526452
50,100,0.01,0.0001,50,0.0001,0.7820214487235847
50,100,0.01,0.0001,50,0.001,0.7845385616339795
50,100,0.01,0.0001,50,0.01,0.8438009061869319
50,100,0.01,0.0001,50,0.1,0.8855423336061935
50,100,0.01,0.0001,100,0.0001,0.7834244277046378
50,100,0.01,0.0001,100,0.001,0.7881000242559801
50,100,0.01,0.0001,100,0.01,0.8549845684053488
50,100,0.01,0.0001,100,0.1,0.8895710203497278
50,100,0.01,0.0001,200,0.0001,0.7824042904045482
50,100,0.01,0.0001,200,0.001,0.8134173153059476
50,100,0.01,0.0001,200,0.01,0.8593380589644933
50,100,0.01,0.0001,200,0.1,0.870773464916663
50,100,0.01,0.001,10,0.0001,0.7781270393414428
50,100,0.01,0.001,10,0.001,0.7799331072562559
50,100,0.01,0.001,10,0.01,0.7997027883856436
50,100,0.01,0.001,10,0.1,0.8818586516219865
50,100,0.01,0.001,50,0.0001,0.7783595015061553
50,100,0.01,0.001,50,0.001,0.783570578896976
50,100,0.01,0.001,50,0.01,0.8358504983090155
50,100,0.01,0.001,50,0.1,0.8942567939222564
50,100,0.01,0.001,100,0.0001,0.7867289029492006
50,100,0.01,0.001,100,0.001,0.7955822001394447
50,100,0.01,0.001,100,0.01,0.8536835717545229
50,100,0.01,0.001,100,0.1,0.8835022177022476
50,100,0.01,0.001,200,0.0001,0.7814687563326985
50,100,0.01,0.001,200,0.001,0.8077868381122995
50,100,0.01,0.001,200,0.01,0.8656960132662945
50,100,0.01,0.001,200,0.1,0.8748389871430858
50,100,0.01,0.01,10,0.0001,0.7775668658071113
50,100,0.01,0.01,10,0.001,0.7831830929649124
50,100,0.01,0.01,10,0.01,0.7928491491028352
50,100,0.01,0.01,10,0.1,0.8612572904275266
50,100,0.01,0.01,50,0.0001,0.7813867505757103
50,100,0.01,0.01,50,0.001,0.7818704542569126
50,100,0.01,0.01,50,0.01,0.843748582729638
50,100,0.01,0.01,50,0.1,0.8797627779455526
50,100,0.01,0.01,100,0.0001,0.7774335488802459
50,100,0.01,0.01,100,0.001,0.7941402173868567
50,100,0.01,0.01,100,0.01,0.8674890887260719
50,100,0.01,0.01,100,0.1,0.8650759117093834
50,100,0.01,0.01,200,0.0001,0.7813211887316484
50,100,0.01,0.01,200,0.001,0.8117293774604744
50,100,0.01,0.01,200,0.01,0.8695846811296802
50,100,0.01,0.01,200,0.1,0.8726145383065074
50,100,0.01,0.1,10,0.0001,0.7724879403127727
50,100,0.01,0.1,10,0.001,0.7725448624967123
50,100,0.01,0.1,10,0.01,0.7885158186558596
50,100,0.01,0.1,10,0.1,0.8592921903049149
50,100,0.01,0.1,50,0.0001,0.7695273207306318
50,100,0.01,0.1,50,0.001,0.7761033348065866
50,100,0.01,0.1,50,0.01,0.8367487420618821
50,100,0.01,0.1,50,0.1,0.8699374614705666
50,100,0.01,0.1,100,0.0001,0.7732188551846348
50,100,0.01,0.1,100,0.001,0.7894887011350493
50,100,0.01,0.1,100,0.01,0.8608437907525174
50,100,0.01,0.1,100,0.1,0.8722439943061385
50,100,0.01,0.1,200,0.0001,0.7723476211094703
50,100,0.01,0.1,200,0.001,0.8017147213405817
50,100,0.01,0.1,200,0.01,0.8681549613441384
50,100,0.01,0.1,200,0.1,0.874434580766147
50,100,0.1,0.0001,10,0.0001,0.7774021805660211
50,100,0.1,0.0001,10,0.001,0.7848570586713245
50,100,0.1,0.0001,10,0.01,0.7907216970313635
50,100,0.1,0.0001,10,0.1,0.8658607797331762
50,100,0.1,0.0001,50,0.0001,0.7801934636954095
50,100,0.1,0.0001,50,0.001,0.7864029754795329
50,100,0.1,0.0001,50,0.01,0.8424291759051655
50,100,0.1,0.0001,50,0.1,0.8859176655444121
50,100,0.1,0.0001,100,0.0001,0.7782931226316511
50,100,0.1,0.0001,100,0.001,0.7947460655522218
50,100,0.1,0.0001,100,0.01,0.8583430502854915
50,100,0.1,0.0001,100,0.1,0.8835846021349425
50,100,0.1,0.0001,200,0.0001,0.7773909543061115
50,100,0.1,0.0001,200,0.001,0.8190214563364004
50,100,0.1,0.0001,200,0.01,0.8622395422524741
50,100,0.1,0.0001,200,0.1,0.8715082746516674
50,100,0.1,0.001,10,0.0001,0.7793685438019126
50,100,0.1,0.001,10,0.001,0.7789920709168359
50,100,0.1,0.001,10,0.01,0.7974383254488009
50,100,0.1,0.001,10,0.1,0.8665108519759096
50,100,0.1,0.001,50,0.0001,0.7864927292431719
50,100,0.1,0.001,50,0.001,0.7840736832640693
50,100,0.1,0.001,50,0.01,0.8472167416675561
50,100,0.1,0.001,50,0.1,0.863892926208653
50,100,0.1,0.001,100,0.0001,0.7776725125529782
50,100,0.1,0.001,100,0.001,0.7936778850090335
50,100,0.1,0.001,100,0.01,0.8559106997601634
50,100,0.1,0.001,100,0.1,0.8832853007212764
50,100,0.1,0.001,200,0.0001,0.7858478038964047
50,100,0.1,0.001,200,0.001,0.8112469962470954
50,100,0.1,0.001,200,0.01,0.8803185566992107
50,100,0.1,0.001,200,0.1,0.8825595807086362
50,100,0.1,0.01,10,0.0001,0.7822519575590859
50,100,0.1,0.01,10,0.001,0.7731629742532937
50,100,0.1,0.01,10,0.01,0.7942239439030601
50,100,0.1,0.01,10,0.1,0.8764279042503935
50,100,0.1,0.01,50,0.0001,0.7796657342126456
50,100,0.1,0.01,50,0.001,0.7875038442375805
50,100,0.1,0.01,50,0.01,0.8362162747852071
50,100,0.1,0.01,50,0.1,0.8841039394575168
50,100,0.1,0.01,100,0.0001,0.7804905725644773
50,100,0.1,0.01,100,0.001,0.7880418966014582
50,100,0.1,0.01,100,0.01,0.8601081906136216
50,100,0.1,0.01,100,0.1,0.8792106533263448
50,100,0.1,0.01,200,0.0001,0.775625546506688
50,100,0.1,0.01,200,0.001,0.8136775894545132
50,100,0.1,0.01,200,0.01,0.8793402487518519
50,100,0.1,0.01,200,0.1,0.8801928840834934
50,100,0.1,0.1,10,0.0001,0.7753041029835906
50,100,0.1,0.1,10,0.001,0.7700540487935659
50,100,0.1,0.1,10,0.01,0.7930741360271643
50,100,0.1,0.1,10,0.1,0.870490552006102
50,100,0.1,0.1,50,0.0001,0.775668970876436
50,100,0.1,0.1,50,0.001,0.7796995363512632
50,100,0.1,0.1,50,0.01,0.8430571724409682
50,100,0.1,0.1,50,0.1,0.893064700592181
50,100,0.1,0.1,100,0.0001,0.7713479360098326
50,100,0.1,0.1,100,0.001,0.7949176945662055
50,100,0.1,0.1,100,0.01,0.872276935528235
50,100,0.1,0.1,100,0.1,0.8891352657532225
50,100,0.1,0.1,200,0.0001,0.7715507080191056
50,100,0.1,0.1,200,0.001,0.8138240539342382
50,100,0.1,0.1,200,0.01,0.8823675083695635
50,100,0.1,0.1,200,0.1,0.8900867997100463
50,200,0.0001,0.0001,10,0.0001,0.738244993190534
50,200,0.0001,0.0001,10,0.001,0.7423721628095793
50,200,0.0001,0.0001,10,0.01,0.753891664335972
50,200,0.0001,0.0001,10,0.1,0.8554318394823295
50,200,0.0001,0.0001,50,0.0001,0.7406696182216346
50,200,0.0001,0.0001,50,0.001,0.7437323610727308
50,200,0.0001,0.0001,50,0.01,0.824703213091614
50,200,0.0001,0.0001,50,0.1,0.8710939594856443
50,200,0.0001,0.0001,100,0.0001,0.7389297397898813
50,200,0.0001,0.0001,100,0.001,0.7530999136445503
50,200,0.0001,0.0001,100,0.01,0.8495855515734749
50,200,0.0001,0.0001,100,0.1,0.8789151781219043
50,200,0.0001,0.0001,200,0.0001,0.7378140167757129
50,200,0.0001,0.0001,200,0.001,0.777623918985461
50,200,0.0001,0.0001,200,0.01,0.8703596946294552
50,200,0.0001,0.0001,200,0.1,0.8740306550566295
50,200,0.0001,0.001,10,0.0001,0.7404930565989527
50,200,0.0001,0.001,10,0.001,0.7400590433672788
50,200,0.0001,0.001,10,0.01,0.7543391533260703
50,200,0.0001,0.001,10,0.1,0.8630571900539755
50,200,0.0001,0.001,50,0.0001,0.7384943547069852
50,200,0.0001,0.001,50,0.001,0.7461375891786965
50,200,0.0001,0.001,50,0.01,0.8242014568207278
50,200,0.0001,0.001,50,0.1,0.8781485129997261
50,200,0.0001,0.001,100,0.0001,0.7378548105051409
50,200,0.0001,0.001,100,0.001,0.7544414007612027
50,200,0.0001,0.001,100,0.01,0.8580838518573491
50,200,0.0001,0.001,100,0.1,0.8780885140745626
50,200,0.0001,0.001,200,0.0001,0.7420581014252143
50,200,0.0001,0.001,200,0.001,0.7808486806337313
50,200,0.0001,0.001,200,0.01,0.8668411401125533
50,200,0.0001,0.001,200,0.1,0.8764447818866595
50,200,0.0001,0.01,10,0.0001,0.739268463693288
50,200,0.0001,0.01,10,0.001,0.7403198474838838
50,200,0.0001,0.01,10,0.01,0.7546938292842859
50,200,0.0001,0.01,10,0.1,0.8505244534555538
50,200,0.0001,0.01,50,0.0001,0.7370495027004399
50,200,0.0001,0.01,50,0.001,0.7426516231057925
50,200,0.0001,0.01,50,0.01,0.8210499903755949
50,200,0.0001,0.01,50,0.1,0.8676200295009577
50,200,0.0001,0.01,100,0.0001,0.7403203258005817
50,200,0.0001,0.01,100,0.001,0.7536826567656584
50,200,0.0001,0.01,100,0.01,0.8486987982217404
50,200,0.0001,0.01,100,0.1,0.8594884812447364
50,200,0.0001,0.01,200,0.0001,0.7408271939987476
50,200,0.0001,0.01,200,0.001,0.7784126881063526
50,200,0.0001,0.01,200,0.01,0.8613381144957479
50,200,0.0001,0.01,200,0.1,0.8781568422677115
50,200,0.0001,0.1,10,0.0001,0.7419941669228171
50,200,0.0001,0.1,10,0.001,0.736690668252184
50,200,0.0001,0.1,10,0.01,0.7551312879308161
50,200,0.0001,0.1,10,0.1,0.8402089359944585
50,200,0.0001,0.1,50,0.0001,0.7390762570896178
50,200,0.0001,0.1,50,0.001,0.7434933778124737
50,200,0.0001,0.1,50,0.01,0.8166816598807107
50,200,0.0001,0.1,50,0.1,0.8509803824291153
50,200,0.0001,0.1,100,0.0001,0.7401061938854406
50,200,0.0001,0.1,100,0.001,0.7557550832550397
50,200,0.0001,0.1,100,0.01,0.8431319901394144
50,200,0.0001,0.1,100,0.1,0.8557210693871
50,200,0.0001,0.1,200,0.0001,0.7387199416621301
50,200,0.0001,0.1,200,0.001,0.777009643612147
50,200,0.0001,0.1,200,0.01,0.8489279830528395
50,200,0.0001,0.1,200,0.1,0.8467628491738022
50,200,0.001,0.0001,10,0.0001,0.7580238600948374
50,200,0.001,0.0001,10,0.001,0.7606022054516887
50,200,0.001,0.0001,10,0.01,0.7741824510576093
50,200,0.001,0.0001,10,0.1,0.8621778064923665
50,200,0.001,0.0001,50,0.0001,0.7668014493932823
50,200,0.001,0.0001,50,0.001,0.7672322514751221
50,200,0.001,0.0001,50,0.01,0.839127759146755
50,200,0.001,0.0001,50,0.1,0.8822203766719304
50,200,0.001,0.0001,100,0.0001,0.760599622044702
50,200,0.001,0.0001,100,0.001,0.7749771304081187
50,200,0.001,0.0001,100,0.01,0.851457162506455
50,200,0.001,0.0001,100,0.1,0.8847612311167111
50,200,0.001,0.0001,200,0.0001,0.7687649527410236
50,200,0.001,0.0001,200,0.001,0.7955621780775713
50,200,0.001,0.0001,200,0.01,0.8840091049965221
50,200,0.001,0.0001,200,0.1,0.894095374251474
50,200,0.001,0.001,10,0.0001,0.7622134207456561
50,200,0.001,0.001,10,0.001,0.7603707928015291
50,200,0.001,0.001,10,0.01,0.7769773047314522
50,200,0.001,0.001,10,0.1,0.8637980966443799
50,200,0.001,0.001,50,0.0001,0.7608694930761751
50,200,0.001,0.001,50,0.001,0.7660421459389457
50,200,0.001,0.001,50,0.01,0.8358565432095302
50,200,0.001,0.001,50,0.1,0.8874620137018361
50,200,0.001,0.001,100,0.0001,0.7625031020068429
50,200,0.001,0.001,100,0.001,0.7742534155573348
50,200,0.001,0.001,100,0.01,0.8558937485685083
50,200,0.001,0.001,100,0.1,0.8864657554845733
50,200,0.001,0.001,200,0.0001,0.7567678004194478
50,200,0.001,0.001,200,0.001,0.7965921758447627
50,200,0.001,0.001,200,0.01,0.8685799817726266
50,200,0.001,0.001,200,0.1,0.8890638109025948
50,200,0.001,0.01,10,0.0001,0.7589366526854736
50,200,0.001,0.01,10,0.001,0.7639809069851914
50,200,0.001,0.01,10,0.01,0.7695143676702069
50,200,0.001,0.01,10,0.1,0.8656357757143406
50,200,0.001,0.01,50,0.0001,0.7615494078660209
50,200,0.001,0.01,50,0.001,0.7685093917509979
50,200,0.001,0.01,50,0.01,0.8318343994396343
50,200,0.001,0.01,50,0.1,0.8777809945262116
50,200,0.001,0.01,100,0.0001,0.7626337414496085
50,200,0.001,0.01,100,0.001,0.7732538895097347
50,200,0.001,0.01,100,0.01,0.8622558136592507
50,200,0.001,0.01,100,0.1,0.8721530050158591
50,200,0.001,0.01,200,0.0001,0.7619004637105897
50,200,0.001,0.01,200,0.001,0.7952730245404164
50,200,0.001,0.01,200,0.01,0.8661589207299195
50,200,0.001,0.01,200,0.1,0.8875498757833515
50,200,0.001,0.1,10,0.0001,0.758399567089029
50,200,0.001,0.1,10,0.001,0.7583166427371019
50,200,0.001,0.1,10,0.01,0.7692446735339334
50,200,0.001,0.1,10,0.1,0.8578337189266793
50,200,0.001,0.1,50,0.0001,0.7570198295388314
50,200,0.001,0.1,50,0.001,0.7633718690835846
50,200,0.001,0.1,50,0.01,0.8321543945036859
50,200,0.001,0.1,50,0.1,0.8714904980760799
50,200,0.001,0.1,100,0.0001,0.7573926463203089
50,200,0.001,0.1,100,0.001,0.76936783272876
50,200,0.001,0.1,100,0.01,0.8556520899990402
50,200,0.001,0.1,100,0.1,0.8653250657484225
50,200,0.001,0.1,200,0.0001,0.7588398907667278
50,200,0.001,0.1,200,0.001,0.7939742452861508
50,200,0.001,0.1,200,0.01,0.8592953787027895
50,200,0.001,0.1,200,0.1,0.8699030828290302
50,200,0.01,0.0001,10,0.0001,0.7771830734240956
50,200,0.01,0.0001,10,0.001,0.786716525055839
50,200,0.01,0.0001,10,0.01,0.7925694975196133
50,200,0.01,0.0001,10,0.1,0.8609914837656325
50,200,0.01,0.0001,50,0.0001,0.782269575076914
50,200,0.01,0.0001,50,0.001,0.7893798135850498
50,200,0.01,0.0001,50,0.01,0.844506100508947
50,200,0.01,0.0001,50,0.1,0.8694486828531359
50,200,0.01,0.0001,100,0.0001,0.778158527943144
50,200,0.01,0.0001,100,0.001,0.7958443721300402
50,200,0.01,0.0001,100,0.01,0.8608438922052314
50,200,0.01,0.0001,100,0.1,0.8799676818855738
50,200,0.01,0.0001,200,0.0001,0.7866708341056237
50,200,0.01,0.0001,200,0.001,0.8108066492525842
50,200,0.01,0.0001,200,0.01,0.8663232660776699
50,200,0.01,0.0001,200,0.1,0.879739919899704
50,200,0.01,0.001,10,0.0001,0.7824489091063107
50,200,0.01,0.001,10,0.001,0.7828780592970529
50,200,0.01,0.001,10,0.01,0.7951731008655756
50,200,0.01,0.001,10,0.1,0.8741310211703889
50,200,0.01,0.001,50,0.0001,0.784023199649986
50,200,0.01,0.001,50,0.001,0.7835179238538518
50,200,0.01,0.001,50,0.01,0.8415413489704657
50,200,0.01,0.001,50,0.1,0.8813348199362233
50,200,0.01,0.001,100,0.0001,0.7914007761384737
50,200,0.01,0.001,100,0.001,0.798372125243557
50,200,0.01,0.001,100,0.01,0.8628279626843295
50,200,0.01,0.001,100,0.1,0.8825494330810412
50,200,0.01,0.001,200,0.0001,0.7812077813809513
50,200,0.01,0.001,200,0.001,0.797689514929063
50,200,0.01,0.001,200,0.01,0.8719783703223437
50,200,0.01,0.001,200,0.1,0.8867582320379435
50,200,0.01,0.01,10,0.0001,0.7783626343782328
50,200,0.01,0.01,10,0.001,0.7804376078818182
50,200,0.01,0.01,10,0.01,0.795398774310836
50,200,0.01,0.01,10,0.1,0.8645297199656898
50,200,0.01,0.01,50,0.0001,0.7894859864976157
50,200,0.01,0.01,50,0.001,0.7863874325010313
50,200,0.01,0.01,50,0.01,0.8393348350341342
50,200,0.01,0.01,50,0.1,0.8850437100994657
50,200,0.01,0.01,100,0.0001,0.7776047173887697
50,200,0.01,0.01,100,0.001,0.7917611534816544
50,200,0.01,0.01,100,0.01,0.8610689368645704
50,200,0.01,0.01,100,0.1,0.8786617960318956
50,200,0.01,0.01,200,0.0001,0.7780498948893199
50,200,0.01,0.01,200,0.001,0.8047808029720994
50,200,0.01,0.01,200,0.01,0.8753186290227781
50,200,0.01,0.01,200,0.1,0.8688066750935783
50,200,0.01,0.1,10,0.0001,0.7711452828294084
50,200,0.01,0.1,10,0.001,0.777397769897707
50,200,0.01,0.1,10,0.01,0.7857109119342173
50,200,0.01,0.1,10,0.1,0.8646734608182801
50,200,0.01,0.1,50,0.0001,0.7733272390768317
50,200,0.01,0.1,50,0.001,0.7746233486116623
50,200,0.01,0.1,50,0.01,0.8386006246761588
50,200,0.01,0.1,50,0.1,0.8815961085593604
50,200,0.01,0.1,100,0.0001,0.7717781740442267
50,200,0.01,0.1,100,0.001,0.7832630298569129
50,200,0.01,0.1,100,0.01,0.8625718520125784
50,200,0.01,0.1,100,0.1,0.8790302523539429
50,200,0.01,0.1,200,0.0001,0.7776625439162747
50,200,0.01,0.1,200,0.001,0.8087276112892513
50,200,0.01,0.1,200,0.01,0.8703406441613123
50,200,0.01,0.1,200,0.1,0.8649107335069274
50,200,0.1,0.0001,10,0.0001,0.7801551127268348
50,200,0.1,0.0001,10,0.001,0.7829577005966029
50,200,0.1,0.0001,10,0.01,0.799472928126908
50,200,0.1,0.0001,10,0.1,0.862726429722554
50,200,0.1,0.0001,50,0.0001,0.7832134015863574
50,200,0.1,0.0001,50,0.001,0.7871977542519956
50,200,0.1,0.0001,50,0.01,0.8478315629253729
50,200,0.1,0.0001,50,0.1,0.8757473582740845
50,200,0.1,0.0001,100,0.0001,0.7824010095592973
50,200,0.1,0.0001,100,0.001,0.7995079913840244
50,200,0.1,0.0001,100,0.01,0.8671611986565791
50,200,0.1,0.0001,100,0.1,0.8719266627385056
50,200,0.1,0.0001,200,0.0001,0.7867534812381083
50,200,0.1,0.0001,200,0.001,0.8062049104503101
50,200,0.1,0.0001,200,0.01,0.8695244930756454
50,200,0.1,0.0001,200,0.1,0.8711838527639301
50,200,0.1,0.001,10,0.0001,0.7748483255018089
50,200,0.1,0.001,10,0.001,0.779166540941795
50,200,0.1,0.001,10,0.01,0.790794279744219
50,200,0.1,0.001,10,0.1,0.8695796106294699
50,200,0.1,0.001,50,0.0001,0.7761981300194728
50,200,0.1,0.001,50,0.001,0.7768928234540864
50,200,0.1,0.001,50,0.01,0.8440238795322412
50,200,0.1,0.001,50,0.1,0.8897355036992702
50,200,0.1,0.001,100,0.0001,0.7824017465501321
50,200,0.1,0.001,100,0.001,0.7936576920415356
50,200,0.1,0.001,100,0.01,0.8642934113058311
50,200,0.1,0.001,100,0.1,0.8799386723312901
50,200,0.1,0.001,200,0.0001,0.7799222838649694
50,200,0.1,0.001,200,0.001,0.8123496897235752
50,200,0.1,0.001,200,0.01,0.8695466259259272
50,200,0.1,0.001,200,0.1,0.8783138603997634
50,200,0.1,0.01,10,0.0001,0.77388252604454
50,200,0.1,0.01,10,0.001,0.7768251051622799
50,200,0.1,0.01,10,0.01,0.7903774522653
50,200,0.1,0.01,10,0.1,0.8791398411530756
50,200,0.1,0.01,50,0.0001,0.7746378381717023
50,200,0.1,0.01,50,0.001,0.7770399262614982
50,200,0.1,0.01,50,0.01,0.8491015145182235
50,200,0.1,0.01,50,0.1,0.8922761242263288
50,200,0.1,0.01,100,0.0001,0.7762744447841451
50,200,0.1,0.01,100,0.001,0.7869382199247543
50,200,0.1,0.01,100,0.01,0.8644559437927638
50,200,0.1,0.01,100,0.1,0.8876674535623016
50,200,0.1,0.01,200,0.0001,0.7770554383515533
50,200,0.1,0.01,200,0.001,0.817036394999085
50,200,0.1,0.01,200,0.01,0.8752714916700306
50,200,0.1,0.01,200,0.1,0.8908718944760377
50,200,0.1,0.1,10,0.0001,0.7715044808172604
50,200,0.1,0.1,10,0.001,0.7761830429021204
50,200,0.1,0.1,10,0.01,0.787109857937439
50,200,0.1,0.1,10,0.1,0.8716453257431249
50,200,0.1,0.1,50,0.0001,0.7758050143125739
50,200,0.1,0.1,50,0.001,0.7822548286309833
50,200,0.1,0.1,50,0.01,0.8509613160009537
50,200,0.1,0.1,50,0.1,0.9003586345836218
50,200,0.1,0.1,100,0.0001,0.7760243976498251
50,200,0.1,0.1,100,0.001,0.7916235046052995
50,200,0.1,0.1,100,0.01,0.8748872763054392
50,200,0.1,0.1,100,0.1,0.8896899888368617
50,200,0.1,0.1,200,0.0001,0.7747388714536857
50,200,0.1,0.1,200,0.001,0.810899299749915
50,200,0.1,0.1,200,0.01,0.8805474967198028
50,200,0.1,0.1,200,0.1,0.8969200907194961
100,10,0.0001,0.0001,10,0.0001,0.7375544349880195
100,10,0.0001,0.0001,10,0.001,0.7384840470750539
100,10,0.0001,0.0001,10,0.01,0.7530682618371143
100,10,0.0001,0.0001,10,0.1,0.8360329443365764
100,10,0.0001,0.0001,50,0.0001,0.7437250405393576
100,10,0.0001,0.0001,50,0.001,0.7443955121152065
100,10,0.0001,0.0001,50,0.01,0.81580303818989
100,10,0.0001,0.0001,50,0.1,0.8447850161915927
100,10,0.0001,0.0001,100,0.0001,0.7407786837098276
100,10,0.0001,0.0001,100,0.001,0.7547004230406322
100,10,0.0001,0.0001,100,0.01,0.8302805706378865
100,10,0.0001,0.0001,100,0.1,0.8438799452746579
100,10,0.0001,0.0001,200,0.0001,0.7417754875777512
100,10,0.0001,0.0001,200,0.001,0.7711529580395503
100,10,0.0001,0.0001,200,0.01,0.8419611815008409
100,10,0.0001,0.0001,200,0.1,0.8411740033241051
100,10,0.0001,0.001,10,0.0001,0.7408160090276195
100,10,0.0001,0.001,10,0.001,0.739800907050237
100,10,0.0001,0.001,10,0.01,0.7589987507805817
100,10,0.0001,0.001,10,0.1,0.8366967351718924
100,10,0.0001,0.001,50,0.0001,0.7415977560144108
100,10,0.0001,0.001,50,0.001,0.7410080185128088
100,10,0.0001,0.001,50,0.01,0.8126430764751891
100,10,0.0001,0.001,50,0.1,0.8425747456179955
100,10,0.0001,0.001,100,0.0001,0.7468249314946713
100,10,0.0001,0.001,100,0.001,0.7515221332625166
100,10,0.0001,0.001,100,0.01,0.8319526385676166
100,10,0.0001,0.001,100,0.1,0.8441020819656596
100,10,0.0001,0.001,200,0.0001,0.7362753528129735
100,10,0.0001,0.001,200,0.001,0.7730332702675614
100,10,0.0001,0.001,200,0.01,0.8438393483068509
100,10,0.0001,0.001,200,0.1,0.8445951019652882
100,10,0.0001,0.01,10,0.0001,0.7339371095612653
100,10,0.0001,0.01,10,0.001,0.7421123436476083
100,10,0.0001,0.01,10,0.01,0.7535798080123892
100,10,0.0001,0.01,10,0.1,0.8289728999920671
100,10,0.0001,0.01,50,0.0001,0.7371682886691673
100,10,0.0001,0.01,50,0.001,0.7503825729532821
100,10,0.0001,0.01,50,0.01,0.8128710399888783
100,10,0.0001,0.01,50,0.1,0.8450982615349845
100,10,0.0001,0.01,100,0.0001,0.7429738803206859
100,10,0.0001,0.01,100,0.001,0.751552264279404
100,10,0.0001,0.01,100,0.01,0.8301711591832309
100,10,0.0001,0.01,100,0.1,0.8493396041511639
100,10,0.0001,0.01,200,0.0001,0.7391377349806977
100,10,0.0001,0.01,200,0.001,0.7758498427522872
100,10,0.0001,0.01,200,0.01,0.8345976666797078
100,10,0.0001,0.01,200,0.1,0.8376758409485049
100,10,0.0001,0.1,10,0.0001,0.73978283341957
100,10,0.0001,0.1,10,0.001,0.738484127027131
100,10,0.0001,0.1,10,0.01,0.752695680443008
100,10,0.0001,0.1,10,0.1,0.8221924140721674
100,10,0.0001,0.1,50,0.0001,0.7368673811525535
100,10,0.0001,0.1,50,0.001,0.7442713226530231
100,10,0.0001,0.1,50,0.01,0.8090443875960851
100,10,0.0001,0.1,50,0.1,0.82569023032303
100,10,0.0001,0.1,100,0.0001,0.7378943669000556
100,10,0.0001,0.1,100,0.001,0.7520941839006415
100,10,0.0001,0.1,100,0.01,0.821865836199961
100,10,0.0001,0.1,100,0.1,0.8253295095060492
100,10,0.0001,0.1,200,0.0001,0.7388511092716465
100,10,0.0001,0.1,200,0.001,0.7701579660099249
100,10,0.0001,0.1,200,0.01,0.8285854343707836
100,10,0.0001,0.1,200,0.1,0.8272992707625917
100,10,0.001,0.0001,10,0.0001,0.7337367915918522
100,10,0.001,0.0001,10,0.001,0.7379314000739827
100,10,0.001,0.0001,10,0.01,0.7536952911553875
100,10,0.001,0.0001,10,0.1,0.8326149728546878
100,10,0.001,0.0001,50,0.0001,0.7381135613138246
100,10,0.001,0.0001,50,0.001,0.7440200789887473
100,10,0.001,0.0001,50,0.01,0.8130156853125381
100,10,0.001,0.0001,50,0.1,0.839587475158228
100,10,0.001,0.0001,100,0.0001,0.740137204630087
100,10,0.001,0.0001,100,0.001,0.76028768145425
100,10,0.001,0.0001,100,0.01,0.838632685135
100,10,0.001,0.0001,100,0.1,0.8392817135871974
100,10,0.001,0.0001,200,0.0001,0.7398440071996953
100,10,0.001,0.0001,200,0.001,0.7790616684119379
100,10,0.001,0.0001,200,0.01,0.8433141900097241
100,10,0.001,0.0001,200,0.1,0.8486226630817866
100,10,0.001,0.001,10,0.0001,0.738493155138472
100,10,0.001,0.001,10,0.001,0.7415594572875464
100,10,0.001,0.001,10,0.01,0.7566808592570039
100,10,0.001,0.001,10,0.1,0.8351620968683185
100,10,0.001,0.001,50,0.0001,0.7384660883242199
100,10,0.001,0.001,50,0.001,0.7461463335459481
100,10,0.001,0.001,50,0.01,0.8162924493206055
100,10,0.001,0.001,50,0.1,0.8413817165573115
