learning_rate,learner,embedding_size,weight_decay,train_batch_size,mae,rmse
1e-05,adam,256,0.0001,2000,4.865245819091797,23.67295837402344
1e-05,adam,256,0.0001,2000,4.883106231689453,23.846607208251957
1e-05,adam,256,0.0001,2000,4.003915786743164,16.136363983154297
1e-05,adam,256,0.0001,2000,3.808695077896118,14.539610862731934
1e-05,adam,256,0.0001,2000,2.469112634658813,6.506512641906738
1e-05,adam,256,0.0001,4000,4.935744285583496,24.362850189208984
1e-05,adam,256,0.0001,4000,4.936954021453857,24.37480926513672
1e-05,adam,256,0.0001,4000,4.085092067718506,16.795316696166992
1e-05,adam,256,0.0001,4000,3.93366813659668,15.501792907714844
1e-05,adam,256,0.0001,4000,2.5464556217193604,6.892024040222168
1e-05,adam,256,0.001,500,3.54590392112732,13.811387062072754
1e-05,adam,256,0.001,500,4.075572490692139,16.93101692199707
1e-05,adam,256,0.001,500,3.050976514816284,9.891172409057615
1e-05,adam,256,0.001,500,2.895437240600586,8.855043411254883
1e-05,adam,256,0.001,500,1.604467272758484,3.194454431533813
1e-05,adam,256,0.001,1000,4.700688362121582,22.111297607421875
1e-05,adam,256,0.001,1000,4.679231643676758,21.913986206054688
1e-05,adam,256,0.001,1000,3.831214189529419,14.793089866638184
1e-05,adam,256,0.001,1000,3.519016027450561,12.489930152893066
1e-05,adam,256,0.001,1000,2.2030293941497803,5.302454471588135
1e-05,adam,256,0.001,2000,4.873980045318604,23.75774574279785
1e-05,adam,256,0.001,2000,4.864852428436279,23.669652938842773
1e-05,adam,256,0.001,2000,4.028005599975586,16.33069610595703
1e-05,adam,256,0.001,2000,3.802157163619995,14.48913860321045
1e-05,adam,256,0.001,2000,2.4586760997772217,6.453486919403076
1e-05,adam,256,0.001,4000,4.927528858184815,24.282136917114254
1e-05,adam,256,0.001,4000,4.928822040557861,24.29480361938477
1e-05,adam,256,0.001,4000,4.048070430755615,16.491458892822266
1e-05,adam,256,0.001,4000,3.911241054534912,15.325336456298828
1e-05,adam,256,0.001,4000,2.5510711669921875,6.917313098907471
1e-05,adam,256,0.01,500,3.960636138916016,16.119253158569336
1e-05,adam,256,0.01,500,3.726330280303955,14.72931957244873
1e-05,adam,256,0.01,500,2.673009395599365,8.45942211151123
1e-05,adam,256,0.01,500,2.743377685546875,8.299856185913086
1e-05,adam,256,0.01,500,1.646952986717224,3.294590473175049
1e-05,adam,256,0.01,1000,4.547742366790772,20.757869720458984
1e-05,adam,256,0.01,1000,4.650416851043701,21.65250968933105
1e-05,adam,256,0.01,1000,3.8895456790924072,15.237070083618164
1e-05,adam,256,0.01,1000,3.673621892929077,13.533699989318848
1e-05,adam,256,0.01,1000,2.146426200866699,5.080817222595215
1e-05,adam,256,0.01,2000,4.828262805938721,23.320199966430664
1e-05,adam,256,0.01,2000,4.872232437133789,23.740966796875
1e-05,adam,256,0.01,2000,3.9989497661590576,16.09772491455078
1e-05,adam,256,0.01,2000,3.862278938293457,14.945115089416504
1e-05,adam,256,0.01,2000,2.472167730331421,6.520432472229004
1e-05,adam,256,0.01,4000,4.962703704833984,24.63030242919922
1e-05,adam,256,0.01,4000,4.956532001495361,24.56842422485352
1e-05,adam,256,0.01,4000,4.052990436553955,16.531726837158203
1e-05,adam,256,0.01,4000,3.917095184326172,15.371212005615234
1e-05,adam,256,0.01,4000,2.5454258918762207,6.887289047241211
1e-05,adam,256,0.1,500,3.859320640563965,15.47667121887207
1e-05,adam,256,0.1,500,3.940027952194214,16.006296157836914
1e-05,adam,256,0.1,500,3.162145137786865,10.43280029296875
1e-05,adam,256,0.1,500,2.644371032714844,7.943195343017578
1e-05,adam,256,0.1,500,1.4386240243911743,2.888671636581421
1e-05,adam,256,0.1,1000,4.629007816314697,21.46196937561035
1e-05,adam,256,0.1,1000,4.7183685302734375,22.275020599365234
1e-05,adam,256,0.1,1000,3.7709786891937256,14.347052574157717
1e-05,adam,256,0.1,1000,3.614283323287964,13.118834495544434
1e-05,adam,256,0.1,1000,2.2184317111968994,5.360148906707764
1e-05,adam,256,0.1,2000,4.8867058753967285,23.881654739379883
1e-05,adam,256,0.1,2000,4.877292633056641,23.790098190307617
1e-05,adam,256,0.1,2000,4.012453556060791,16.205121994018555
1e-05,adam,256,0.1,2000,3.8202874660491934,14.62472438812256
1e-05,adam,256,0.1,2000,2.462484121322632,6.472382068634033
1e-05,adam,256,0.1,4000,4.941712379455566,24.421693801879883
1e-05,adam,256,0.1,4000,4.924596309661865,24.25315284729004
1e-05,adam,256,0.1,4000,4.066214561462402,16.639158248901367
1e-05,adam,256,0.1,4000,3.8870346546173096,15.137018203735352
1e-05,adam,256,0.1,4000,2.5240304470062256,6.777137279510498
1e-05,adam,512,1e-05,500,3.104702949523926,11.533869743347168
1e-05,adam,512,1e-05,500,3.346343517303467,12.311089515686035
1e-05,adam,512,1e-05,500,2.258570909500122,6.902061939239502
1e-05,adam,512,1e-05,500,2.122037649154663,6.133201122283936
1e-05,adam,512,1e-05,500,1.374550700187683,2.567857027053833
1e-05,adam,512,1e-05,1000,4.587496280670166,21.065242767333984
1e-05,adam,512,1e-05,1000,4.340076446533203,18.98075485229492
1e-05,adam,512,1e-05,1000,3.685227155685425,13.7096586227417
1e-05,adam,512,1e-05,1000,3.422187328338623,11.789599418640137
1e-05,adam,512,1e-05,1000,1.9182360172271729,4.186589241027832
1e-05,adam,512,1e-05,2000,4.864202976226807,23.664587020874023
1e-05,adam,512,1e-05,2000,4.801086902618408,23.05625343322754
