learning_rate,learner,embedding_size,weight_decay,train_batch_size,mae,rmse
0.01,RMSprop,512,0.1,1000,0.60150146484375,0.5946913361549377
0.01,RMSprop,512,0.1,1000,0.5917462706565857,0.5727460384368896
0.01,RMSprop,512,0.1,1000,0.5965815782546997,0.5825700759887695
0.01,RMSprop,512,0.1,1000,0.595909833908081,0.5781695246696472
0.01,RMSprop,512,0.1,1000,0.5993233919143677,0.5889646410942078
0.1,adam,64,0.01,500,0.690104603767395,0.7438792586326599
0.1,adam,64,0.01,500,0.660550594329834,0.7031564116477966
0.1,adam,64,0.01,500,0.7109580039978027,0.7629218697547913
0.1,adam,64,0.01,500,0.7019817233085632,0.7601503729820251
0.1,adam,64,0.01,500,0.7279751896858215,0.8015891909599304
0.1,adam,64,0.01,1000,0.6343171000480652,0.6400975584983826
0.1,adam,64,0.01,1000,0.6237962245941162,0.6349548101425171
0.1,adam,64,0.01,1000,0.6614599823951721,0.6763895153999329
0.1,adam,64,0.01,1000,0.6649120450019836,0.6730644106864929
0.1,adam,64,0.01,1000,0.673865795135498,0.6878150105476379
0.1,adam,64,0.1,500,0.7163994312286377,0.7852686047554016
0.1,adam,64,0.1,500,0.7378396987915039,0.823403000831604
0.1,adam,64,0.1,500,0.6926717162132263,0.7820166349411011
0.1,adam,64,0.1,500,0.6780380010604858,0.7267038822174072
0.1,adam,64,0.1,500,0.7254195213317871,0.7982995510101318
0.1,adam,64,0.1,1000,0.6439688801765442,0.6462920904159546
0.1,adam,64,0.1,1000,0.6432271599769592,0.6476464867591858
0.1,adam,64,0.1,1000,0.6435916423797607,0.6421756148338318
0.1,adam,64,0.1,1000,0.6621813178062439,0.6645408272743225
0.1,adam,64,0.1,1000,0.6622338891029358,0.6752641201019287
0.1,adam,512,0.01,500,1.3308076858520508,4.091830253601074
0.1,adam,512,0.01,500,1.4592911005020142,4.947862148284912
0.1,adam,512,0.01,500,1.2640409469604492,3.355104446411133
0.1,adam,512,0.01,500,1.0171804428100586,1.9317023754119873
0.1,adam,512,0.01,500,1.1688909530639648,2.83894944190979
0.1,adam,512,0.01,1000,0.900958240032196,1.4643657207489014
0.1,adam,512,0.01,1000,0.8084209561347961,1.0587396621704102
0.1,adam,512,0.01,1000,0.7951362729072571,1.06760835647583
0.1,adam,512,0.01,1000,0.774774432182312,0.9528451561927795
0.1,adam,512,0.01,1000,0.8829037547111511,1.3318346738815308
0.1,adam,512,0.1,500,2.1426985263824463,11.671886444091797
0.1,adam,512,0.1,500,1.4910403490066528,5.3093414306640625
0.1,adam,512,0.1,500,1.2428805828094482,3.2219460010528564
0.1,adam,512,0.1,500,1.1953619718551636,3.1177079677581787
0.1,adam,512,0.1,500,1.2067668437957764,3.0370705127716064
0.1,adam,512,0.1,1000,0.8827173113822937,1.3945013284683228
0.1,adam,512,0.1,1000,0.7648136615753174,0.9334730505943298
0.1,adam,512,0.1,1000,0.923687219619751,1.5543321371078491
0.1,adam,512,0.1,1000,0.8146656155586243,1.1059823036193848
0.1,adam,512,0.1,1000,0.6814774870872498,0.7378102540969849
0.1,RMSprop,64,0.01,500,0.6891208291053772,0.7089515924453735
0.1,RMSprop,64,0.01,500,0.685302734375,0.6895803809165955
0.1,RMSprop,64,0.01,500,0.699129581451416,0.7144993543624878
0.1,RMSprop,64,0.01,500,0.6762584447860718,0.7165292501449585
0.1,RMSprop,64,0.01,500,0.6747004389762878,0.6979179382324219
0.1,RMSprop,64,0.01,1000,0.6335073113441467,0.6385238766670227
0.1,RMSprop,64,0.01,1000,0.6507871747016907,0.6631726026535034
0.1,RMSprop,64,0.01,1000,0.7012280821800232,0.8146831393241882
0.1,RMSprop,64,0.01,1000,0.644282877445221,0.6514253616333008
0.1,RMSprop,64,0.01,1000,0.6325996518135071,0.6474083662033081
0.1,RMSprop,64,0.1,500,0.744823157787323,0.8282009959220886
0.1,RMSprop,64,0.1,500,0.7384872436523438,0.8588389158248901
0.1,RMSprop,64,0.1,500,0.7056853771209717,0.7399712204933167
0.1,RMSprop,64,0.1,500,0.7013399004936218,0.7415479421615601
0.1,RMSprop,64,0.1,500,0.7834354639053345,0.9230678677558899
0.1,RMSprop,64,0.1,1000,0.6722908020019531,0.6591602563858032
0.1,RMSprop,64,0.1,1000,0.6492509245872498,0.6580612063407898
0.1,RMSprop,64,0.1,1000,0.6651288270950317,0.6504644155502319
0.1,RMSprop,64,0.1,1000,0.656863272190094,0.6845898032188416
0.1,RMSprop,64,0.1,1000,0.6567927598953247,0.6780812740325928
0.1,RMSprop,512,0.01,500,1.5442180633544922,5.075139999389648
0.1,RMSprop,512,0.01,500,4.0220770835876465,40.689876556396484
0.1,RMSprop,512,0.01,500,2.010868787765503,9.133172035217285
0.1,RMSprop,512,0.01,500,0.7510085105895996,0.91864413022995
0.1,RMSprop,512,0.01,500,0.7356860041618347,0.8469033241271973
0.1,RMSprop,512,0.01,1000,0.9438650608062744,1.5248264074325562
0.1,RMSprop,512,0.01,1000,0.8058952689170837,1.0094951391220093
0.1,RMSprop,512,0.01,1000,0.8045470714569092,1.0475267171859741
0.1,RMSprop,512,0.01,1000,0.8147251605987549,1.2698391675949097
0.1,RMSprop,512,0.01,1000,0.7283297181129456,0.8626915812492371
0.1,RMSprop,512,0.1,500,1.9020566940307617,8.358175277709961
0.1,RMSprop,512,0.1,500,3.469085454940796,29.853561401367188
0.1,RMSprop,512,0.1,500,1.7570451498031616,6.954153060913086
0.1,RMSprop,512,0.1,500,1.1978096961975098,2.8070452213287354
0.1,RMSprop,512,0.1,500,1.4217678308486938,4.244687557220459
0.1,RMSprop,512,0.1,1000,0.7532810568809509,0.9067134857177734
0.1,RMSprop,512,0.1,1000,0.7989448308944702,1.0287609100341797
0.1,RMSprop,512,0.1,1000,0.8556305766105652,1.2243356704711914
0.1,RMSprop,512,0.1,1000,0.7919860482215881,1.0337973833084106
0.1,RMSprop,512,0.1,1000,0.8529160618782043,1.138603925704956
